time,date,hour,Snow Refreeze[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Canopy Evaporation[mm],Canopy Evaporation[mm],Canopy Snow Sublimation[mm],Canopy Snow Sublimation[mm],Snow Balance[mm],Overflow[mm],Infiltration[mm],Infiltration[mm],Flush[mm],Soil Evaporation[mm],Soil Evaporation[mm],Capillary Rise[mm],Lake Evaporation[mm],Lake Evaporation[mm],Percolation[mm],Baseflow[mm],Baseflow[mm]
,,from:,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,CANOPY,AET,CANOPY_SNOW,AET,SNOW,SNOW_LIQ,PONDED_WATER,PONDED_WATER,SURFACE_WATER,SOIL[0],AET,SOIL[1],SOIL[2],AET,SOIL[1],SOIL[1],SOIL[2]
,,to:,SNOW,PONDED_WATER,CANOPY,CANOPY_SNOW,ATMOS_PRECIP,ATMOSPHERE,SNOW,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,SOIL[2],SURFACE_WATER,ATMOS_PRECIP,ATMOS_PRECIP,ATMOSPHERE,AET,ATMOSPHERE,AET,SNOW_LIQ,PONDED_WATER,SOIL[0],SURFACE_WATER,SOIL[1],ATMOSPHERE,AET,SOIL[0],ATMOSPHERE,AET,SOIL[2],SURFACE_WATER,SURFACE_WATER
3356,2022-03-11,00:00:00.00,190.414,6517.06,156.701,82.2405,0,0,2367.75,123.926,0,0,0,205.499,0,0,156.701,156.701,82.2405,82.2405,2387.24,2320.75,1523.07,7314.74,7520.24,3869.28,3869.28,2444.95,1223.89,1223.89,4803.32,66.468,3572.68
3357,2022-03-12,00:00:00.00,190.414,6517.06,156.701,82.4438,0,0,2373.45,123.926,0,0,0,205.63,0,0,156.701,156.701,82.4438,82.4438,2387.24,2320.75,1523.07,7314.74,7520.37,3869.28,3869.28,2444.95,1223.99,1223.99,4803.32,66.468,3573.39
3358,2022-03-13,00:00:00.00,190.414,6517.06,156.701,82.6471,0,0,2379.14,123.926,0,0,0,205.761,0,0,156.701,156.701,82.6471,82.6471,2387.24,2320.75,1523.07,7314.74,7520.5,3869.28,3869.28,2444.95,1223.99,1223.99,4803.32,66.468,3574.02
3359,2022-03-14,00:00:00.00,190.414,6517.06,156.701,82.681,0,0,2380.09,123.926,0,0,0,205.783,0,0,156.701,156.701,82.681,82.681,2387.24,2320.75,1523.07,7314.74,7520.52,3869.28,3869.28,2444.95,1223.99,1223.99,4803.32,66.468,3574.59
3360,2022-03-15,00:00:00.00,190.414,6517.06,156.701,82.7352,0,0,2381.61,123.926,0,0,0,205.818,0,0,156.701,156.701,82.7352,82.7352,2387.24,2320.75,1523.07,7314.74,7520.56,3869.28,3869.28,2444.95,1224.04,1224.04,4803.32,66.468,3575.09
3361,2022-03-16,00:00:00.00,190.414,6517.06,156.701,82.9046,0,0,2386.35,123.926,0,0,0,205.927,0,0,156.701,156.701,82.9046,82.9046,2387.24,2320.75,1523.07,7314.74,7520.66,3869.28,3869.28,2444.95,1224.04,1224.04,4803.32,66.468,3575.53
3362,2022-03-17,00:00:00.00,190.414,6517.06,156.701,82.9046,0,0,2386.35,123.926,0,0,0,205.927,0,0,156.701,156.701,82.9046,82.9046,2401.65,2329.2,1523.1,7323.16,7529.09,3869.45,3869.45,2445.05,1224.79,1224.79,4811.64,66.468,3576.74
3363,2022-03-18,00:00:00.00,190.414,6519.14,156.76,82.9046,0,0,2386.35,124.048,0,0,0,205.977,0,0,156.76,156.76,82.9046,82.9046,2438.95,2367.8,1523.24,7363.7,7569.68,3869.57,3869.57,2445.22,1225.53,1225.53,4852.02,66.468,3582.04
3364,2022-03-19,00:00:00.00,190.414,6519.33,156.765,82.9046,0,0,2386.35,124.048,0,0,0,205.982,0,0,156.765,156.765,82.9046,82.9046,2482.02,2412.36,1523.35,7408.34,7614.32,3869.74,3869.74,2445.37,1226.41,1226.41,4894.77,68.1808,3591.24
3365,2022-03-20,00:00:00.00,190.414,6526.03,156.945,82.9046,0,0,2386.35,124.048,0,0,0,206.135,0,0,156.945,156.945,82.9046,82.9046,2514.57,2446.04,1523.44,7448.63,7654.76,3869.77,3869.77,2445.48,1227.29,1227.29,4934.97,68.1808,3603.64
3366,2022-03-21,00:00:00.00,190.414,6526.03,156.945,82.9046,0,0,2386.35,124.048,0,0,0,206.135,0,0,156.945,156.945,82.9046,82.9046,2535.03,2467.21,1523.47,7469.77,7675.9,3869.94,3869.94,2445.59,1228.17,1228.17,4955.99,68.1808,3616.87
3367,2022-03-22,00:00:00.00,190.414,6526.03,156.945,82.9046,0,0,2386.35,124.048,0,0,0,206.135,0,0,156.945,156.945,82.9046,82.9046,2558.04,2491.02,1523.51,7493.55,7699.68,3870.51,3870.51,2445.79,1229.05,1229.05,4979.58,68.1808,3631.12
3368,2022-03-23,00:00:00.00,190.414,6528.41,157.008,82.9221,0,0,2386.84,124.048,0,0,0,206.2,0,0,157.008,157.008,82.9221,82.9221,2559.37,2492.38,1523.52,7497.27,7703.47,3871.22,3871.22,2446.07,1229.93,1229.93,4983.02,68.1808,3644.11
3369,2022-03-24,00:00:00.00,190.414,6541.36,157.355,82.9446,0,0,2387.48,124.048,0,0,0,206.51,0,0,157.355,157.355,82.9446,82.9446,2560.49,2493.52,1523.61,7511.27,7717.78,3871.89,3871.89,2446.41,1230.81,1230.81,4996.68,68.1808,3657.09
3370,2022-03-25,00:00:00.00,190.414,6543.85,157.422,82.9446,0,0,2387.48,124.048,0,0,0,206.567,0,0,157.422,157.422,82.9446,82.9446,2561.83,2494.91,1523.64,7515.11,7721.68,3872.7,3872.7,2446.84,1231.68,1231.68,5000.1,68.1808,3668.95
3371,2022-03-26,00:00:00.00,190.414,6544.23,157.432,82.9446,0,0,2387.48,124.048,0,0,0,206.576,0,0,157.432,157.432,82.9446,82.9446,2562.29,2495.38,1523.65,7515.97,7722.54,3873.57,3873.57,2447.23,1232.56,1232.56,5000.55,68.1808,3679.5
3372,2022-03-27,00:00:00.00,190.414,6544.23,157.432,83.0124,0,0,2389.38,124.048,0,0,0,206.619,0,0,157.432,157.432,83.0124,83.0124,2564.42,2497.52,1523.67,7518.08,7724.7,3874.38,3874.38,2447.81,1233.44,1233.44,5002.09,68.1808,3689
3373,2022-03-28,00:00:00.00,190.948,6544.23,157.432,83.114,0,0,2392.22,124.048,0,0,0,206.685,0,0,157.432,157.432,83.114,83.114,2564.42,2497.52,1523.67,7518.08,7724.76,3874.38,3874.38,2447.81,1233.44,1233.44,5002.09,68.1808,3697.48
3374,2022-03-29,00:00:00.00,190.948,6544.23,157.432,83.1276,0,0,2392.6,124.048,0,0,0,206.694,0,0,157.432,157.432,83.1276,83.1276,2564.42,2497.52,1523.67,7518.08,7724.77,3874.38,3874.38,2447.81,1233.44,1233.44,5002.09,68.1808,3705.07
3375,2022-03-30,00:00:00.00,190.948,6544.23,157.432,83.1276,0,0,2392.6,124.048,0,0,0,206.694,0,0,157.432,157.432,83.1276,83.1276,2564.42,2497.52,1523.67,7518.08,7724.77,3874.38,3874.38,2447.81,1233.44,1233.44,5002.09,68.1808,3711.84
3376,2022-03-31,00:00:00.00,190.948,6545.89,157.486,83.1917,0,0,2394.4,124.412,0,0,0,206.781,0,0,157.486,157.486,83.1917,83.1917,2567.22,2500.2,1523.73,7522.36,7729.14,3874.44,3874.44,2448.22,1234.32,1234.32,5005.96,68.1808,3718.21
3377,2022-04-01,00:00:00.00,190.948,6545.89,157.486,83.1917,0,0,2394.4,124.412,0,0,0,206.781,0,0,157.486,157.486,83.1917,83.1917,2570.69,2503.65,1523.77,7525.76,7732.55,3875.32,3875.32,2448.77,1235.2,1235.2,5008.82,68.1808,3724.12
3378,2022-04-02,00:00:00.00,191.032,6545.89,157.486,83.1917,0,0,2394.4,124.412,0,0,0,206.781,0,0,157.486,157.486,83.1917,83.1917,2570.69,2503.65,1523.77,7525.76,7732.55,3875.32,3875.32,2448.77,1235.2,1235.2,5008.82,68.1808,3729.39
3379,2022-04-03,00:00:00.00,191.191,6545.89,157.486,83.2594,0,0,2396.29,124.412,0,0,0,206.825,0,0,157.486,157.486,83.2594,83.2594,2570.69,2503.65,1523.77,7525.76,7732.59,3875.32,3875.32,2448.77,1235.2,1235.2,5008.82,68.1808,3734.1
3380,2022-04-04,00:00:00.00,191.457,6545.89,157.486,83.2594,0,0,2396.29,124.412,0,0,0,206.825,0,0,157.486,157.486,83.2594,83.2594,2570.69,2503.65,1523.77,7525.76,7732.59,3875.32,3875.32,2448.77,1235.2,1235.2,5008.82,68.1808,3738.31
3381,2022-04-05,00:00:00.00,191.457,6547.66,157.542,83.2594,0,0,2396.29,124.748,0,0,0,206.873,0,0,157.542,157.542,83.2594,83.2594,2572.77,2505.54,1523.82,7529.38,7736.25,3875.32,3875.32,2449.21,1235.2,1235.2,5011.99,68.1808,3742.41
3382,2022-04-06,00:00:00.00,191.457,6547.66,157.542,83.2594,0,0,2396.29,124.748,0,0,0,206.873,0,0,157.542,157.542,83.2594,83.2594,2574.39,2507.22,1523.83,7531.05,7737.92,3876.44,3876.44,2449.29,1236.32,1236.32,5013.57,68.1808,3746.12
3383,2022-04-07,00:00:00.00,191.457,6554.84,157.734,83.2594,0,0,2396.29,124.748,0,0,0,207.037,0,0,157.734,157.734,83.2594,83.2594,2576.9,2509.81,1523.98,7540.67,7747.71,3878.9,3878.9,2450.27,1238.97,1238.97,5022.22,68.1808,3750.08
3384,2022-04-08,00:00:00.00,191.457,6555.99,157.765,83.2594,0,0,2396.29,124.748,0,0,0,207.063,0,0,157.765,157.765,83.2594,83.2594,2579.25,2512.24,1524.04,7544.19,7751.25,3881.32,3881.32,2451.39,1241.42,1241.42,5024.62,68.1808,3753.61
3385,2022-04-09,00:00:00.00,191.457,6560.39,157.883,83.2594,0,0,2396.29,124.748,0,0,0,207.163,0,0,157.883,157.883,83.2594,83.2594,2580.12,2513.14,1524.19,7549.35,7756.51,3881.32,3881.32,2452.38,1241.42,1241.42,5028.78,68.1808,3757.21
3386,2022-04-10,00:00:00.00,191.457,6560.39,157.883,83.2594,0,0,2396.29,124.748,0,0,0,207.163,0,0,157.883,157.883,83.2594,83.2594,2580.64,2513.68,1524.19,7549.88,7757.04,3881.32,3881.32,2452.47,1241.42,1241.42,5029.22,68.1808,3760.47
3387,2022-04-11,00:00:00.00,191.457,6560.39,157.883,83.2594,0,0,2396.29,124.748,0,0,0,207.163,0,0,157.883,157.883,83.2594,83.2594,2581.7,2514.78,1524.21,7550.96,7758.12,3881.32,3881.32,2452.54,1241.42,1241.42,5030.24,68.1808,3763.49
3388,2022-04-12,00:00:00.00,191.457,6561.35,157.909,83.2594,0,0,2396.29,124.748,0,0,0,207.185,0,0,157.909,157.909,83.2594,83.2594,2583.67,2516.82,1524.25,7553.91,7761.1,3882.91,3882.91,2453.44,1243.03,1243.03,5032.29,68.1808,3766.23
3389,2022-04-13,00:00:00.00,191.457,6561.35,157.909,83.2594,0,0,2396.29,124.748,0,0,0,207.185,0,0,157.909,157.909,83.2594,83.2594,2586.69,2519.95,1524.29,7557,7764.18,3885.56,3885.56,2453.58,1245.69,1245.69,5035.23,68.1808,3768.72
3390,2022-04-14,00:00:00.00,191.457,6563.64,157.97,83.2594,0,0,2396.29,124.748,0,0,0,207.238,0,0,157.97,157.97,83.2594,83.2594,2587.75,2521.04,1524.41,7560.28,7767.52,3888.15,3888.15,2455.41,1248.34,1248.34,5036.69,68.1808,3770.81
3391,2022-04-15,00:00:00.00,191.457,6564.03,157.98,83.2594,0,0,2396.29,124.748,0,0,0,207.246,0,0,157.98,157.98,83.2594,83.2594,2587.75,2521.04,1524.42,7560.65,7767.89,3890.8,3890.8,2455.77,1250.99,1250.99,5036.69,68.1808,3772.4
3392,2022-04-16,00:00:00.00,191.457,6564.98,158.006,83.2594,0,0,2396.29,124.748,0,0,0,207.268,0,0,158.006,158.006,83.2594,83.2594,2587.75,2521.04,1524.47,7561.55,7768.82,3893.38,3893.38,2456.68,1253.61,1253.61,5036.69,68.1808,3773.54
3393,2022-04-17,00:00:00.00,191.457,6564.98,158.006,83.2594,0,0,2396.29,124.748,0,0,0,207.268,0,0,158.006,158.006,83.2594,83.2594,2587.75,2521.04,1524.47,7561.55,7768.82,3893.38,3893.38,2456.68,1253.61,1253.61,5036.69,68.1808,3774.55
3394,2022-04-18,00:00:00.00,191.457,6564.98,158.006,83.2594,0,0,2396.29,124.748,0,0,0,207.268,0,0,158.006,158.006,83.2594,83.2594,2587.75,2521.04,1524.47,7561.55,7768.82,3893.38,3893.38,2456.68,1253.61,1253.61,5036.69,68.1808,3775.46
3395,2022-04-19,00:00:00.00,191.457,6564.98,158.006,83.4627,0,0,2401.99,124.748,0,0,0,207.399,0,0,158.006,158.006,83.4627,83.4627,2593.19,2526.47,1524.82,7566.64,7774.04,3893.38,3893.38,2458.82,1253.61,1253.61,5039.64,68.1808,3776.59
3396,2022-04-20,00:00:00.00,191.457,6564.98,158.006,83.4627,0,0,2401.99,124.748,0,0,0,207.399,0,0,158.006,158.006,83.4627,83.4627,2593.37,2526.66,1524.83,7566.81,7774.21,3893.38,3893.38,2459,1253.61,1253.61,5039.64,68.1808,3777.59
3397,2022-04-21,00:00:00.00,191.457,6570.73,158.16,83.4627,0,0,2401.99,124.748,0,0,0,207.53,0,0,158.16,158.16,83.4627,83.4627,2593.45,2526.74,1525.11,7572.36,7779.89,3894.18,3894.18,2460.8,1254.56,1254.56,5043.37,68.1808,3778.79
3398,2022-04-22,00:00:00.00,191.457,6580.49,158.421,83.4627,0,0,2401.99,124.748,0,0,0,207.753,0,0,158.421,158.421,83.4627,83.4627,2593.45,2526.74,1525.51,7581.71,7789.47,3896.2,3896.2,2462.57,1256.84,1256.84,5050.96,68.1808,3780.42
3399,2022-04-23,00:00:00.00,191.457,6580.49,158.421,83.4627,0,0,2401.99,124.748,0,0,0,207.753,0,0,158.421,158.421,83.4627,83.4627,2593.45,2526.74,1525.51,7581.71,7789.47,3898.65,3898.65,2462.57,1259.29,1259.29,5050.96,68.1808,3781.62
3400,2022-04-24,00:00:00.00,191.457,6581.07,158.436,83.4627,0,0,2401.99,124.748,0,0,0,207.766,0,0,158.436,158.436,83.4627,83.4627,2593.45,2526.74,1525.55,7582.26,7790.02,3901.28,3901.28,2463.11,1261.94,1261.94,5050.96,68.1808,3782.41
3401,2022-04-25,00:00:00.00,191.457,6582.98,158.488,83.4627,0,0,2401.99,124.748,0,0,0,207.81,0,0,158.488,158.488,83.4627,83.4627,2593.45,2526.74,1525.67,7584.05,7791.86,3903.89,3903.89,2464.9,1264.59,1264.59,5050.96,68.1808,3782.83
3402,2022-04-26,00:00:00.00,191.457,6588.72,158.641,83.4627,0,0,2401.99,124.748,0,0,0,207.941,0,0,158.641,158.641,83.4627,83.4627,2593.45,2526.74,1526.07,7589.4,7797.34,3906.39,3906.39,2467.7,1266.15,1266.15,5053.51,68.1808,3783.32
3403,2022-04-27,00:00:00.00,191.457,6589.68,158.667,83.4966,0,0,2402.94,124.748,0,0,0,207.985,0,0,158.667,158.667,83.4966,83.4966,2594.4,2527.69,1526.19,7591.18,7799.16,3907.94,3907.94,2469.48,1267.77,1267.77,5053.51,68.1808,3783.58
3404,2022-04-28,00:00:00.00,191.457,6589.68,158.667,83.4966,0,0,2402.94,124.748,0,0,0,207.985,0,0,158.667,158.667,83.4966,83.4966,2594.4,2527.69,1526.19,7591.18,7799.16,3907.94,3907.94,2469.48,1267.77,1267.77,5053.51,68.1808,3783.81
3405,2022-04-29,00:00:00.00,191.457,6589.68,158.667,83.4966,0,0,2402.94,124.748,0,0,0,207.985,0,0,158.667,158.667,83.4966,83.4966,2594.4,2527.69,1526.19,7591.18,7799.16,3907.94,3907.94,2469.48,1267.77,1267.77,5053.51,68.1808,3784.01
3406,2022-04-30,00:00:00.00,191.457,6589.68,158.667,83.4966,0,0,2402.94,124.748,0,0,0,207.985,0,0,158.667,158.667,83.4966,83.4966,2594.4,2527.69,1526.19,7591.18,7799.16,3909.89,3909.89,2469.48,1268.45,1268.45,5053.51,68.1808,3784.13
3407,2022-05-01,00:00:00.00,191.457,6589.68,158.667,83.4966,0,0,2402.94,124.748,0,0,0,207.985,0,0,158.667,158.667,83.4966,83.4966,2594.4,2527.69,1526.19,7591.18,7799.16,3912.55,3912.55,2469.48,1268.85,1268.85,5053.51,68.1808,3784.18
3408,2022-05-02,00:00:00.00,191.457,6592.17,158.734,83.4966,0,0,2402.94,124.748,0,0,0,208.041,0,0,158.734,158.734,83.4966,83.4966,2594.4,2527.69,1526.41,7593.45,7801.49,3912.55,3912.55,2471.75,1268.85,1268.85,5053.51,68.1808,3784.23
3409,2022-05-03,00:00:00.00,191.457,6592.17,158.734,83.4966,0,0,2402.94,124.748,0,0,0,208.041,0,0,158.734,158.734,83.4966,83.4966,2594.4,2527.69,1526.41,7593.45,7801.49,3912.55,3912.55,2471.75,1268.85,1268.85,5053.51,68.1808,3784.28
3410,2022-05-04,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3912.55,3912.55,2474.11,1268.85,1268.85,5067.45,68.1808,3785.81
3411,2022-05-05,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3912.55,3912.55,2474.11,1268.85,1268.85,5067.45,68.1808,3787.17
3412,2022-05-06,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3912.55,3912.55,2474.11,1268.85,1268.85,5067.45,68.1808,3788.39
3413,2022-05-07,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3913.27,3913.27,2474.11,1269.57,1269.57,5067.45,68.1808,3789.4
3414,2022-05-08,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3913.27,3913.27,2474.11,1269.57,1269.57,5067.45,68.1808,3790.3
3415,2022-05-09,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3913.27,3913.27,2474.11,1269.57,1269.57,5067.45,68.1808,3791.11
3416,2022-05-10,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3914.69,3914.69,2474.11,1271,1271,5067.45,68.1808,3791.68
3417,2022-05-11,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3920.27,3920.27,2474.11,1275.77,1275.77,5067.45,68.1808,3791.68
3418,2022-05-12,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3925.85,3925.85,2474.11,1275.77,1275.77,5067.45,68.1808,3791.68
3419,2022-05-13,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3931.43,3931.43,2474.11,1275.77,1275.77,5067.45,68.1808,3791.68
3420,2022-05-14,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3937.02,3937.02,2474.11,1275.77,1275.77,5067.45,68.1808,3791.68
3421,2022-05-15,00:00:00.00,191.457,6609.78,159.205,83.4966,0,0,2402.94,124.748,0,0,0,208.443,0,0,159.205,159.205,83.4966,83.4966,2594.4,2527.69,1527.72,7609.75,7818.19,3942.6,3942.6,2474.11,1275.77,1275.77,5067.45,68.1808,3791.68
3422,2022-05-16,00:00:00.00,191.457,6612.47,159.277,83.4966,0,0,2402.94,124.748,0,0,0,208.504,0,0,159.277,159.277,83.4966,83.4966,2594.4,2527.69,1528.35,7611.8,7820.31,3948.11,3948.11,2476.17,1275.77,1275.77,5067.45,68.1808,3791.68
3423,2022-05-17,00:00:00.00,191.457,6616.87,159.394,83.4966,0,0,2402.94,124.748,0,0,0,208.605,0,0,159.394,159.394,83.4966,83.4966,2594.4,2527.69,1529.46,7615.1,7823.7,3952.2,3952.2,2479.47,1275.77,1275.77,5067.45,68.1808,3791.68
3424,2022-05-18,00:00:00.00,191.457,6616.87,159.394,83.4966,0,0,2402.94,124.748,0,0,0,208.605,0,0,159.394,159.394,83.4966,83.4966,2594.4,2527.69,1529.46,7615.1,7823.7,3952.2,3952.2,2479.47,1275.77,1275.77,5067.45,68.1808,3791.68
3425,2022-05-19,00:00:00.00,191.457,6617.83,159.42,83.4966,0,0,2402.94,124.748,0,0,0,208.627,0,0,159.42,159.42,83.4966,83.4966,2594.4,2527.69,1529.69,7615.82,7824.45,3952.2,3952.2,2480.19,1275.77,1275.77,5067.45,68.1808,3791.68
3426,2022-05-20,00:00:00.00,191.457,6617.83,159.42,83.4966,0,0,2402.94,124.748,0,0,0,208.627,0,0,159.42,159.42,83.4966,83.4966,2594.4,2527.69,1529.69,7615.82,7824.45,3954.67,3954.67,2480.19,1275.77,1275.77,5067.45,68.1808,3791.68
3427,2022-05-21,00:00:00.00,191.457,6617.83,159.42,83.4966,0,0,2402.94,124.748,0,0,0,208.627,0,0,159.42,159.42,83.4966,83.4966,2594.4,2527.69,1529.69,7615.82,7824.45,3960.21,3960.21,2480.19,1275.77,1275.77,5067.45,68.1808,3791.68
3428,2022-05-22,00:00:00.00,191.457,6632.09,159.802,83.4966,0,0,2402.94,124.748,0,0,0,208.952,0,0,159.802,159.802,83.4966,83.4966,2594.4,2527.69,1533.95,7625.83,7834.78,3965.27,3965.27,2489.61,1275.77,1275.77,5068.03,68.1808,3791.74
3429,2022-05-23,00:00:00.00,191.457,6632.57,159.815,83.4966,0,0,2402.94,124.748,0,0,0,208.963,0,0,159.815,159.815,83.4966,83.4966,2594.4,2527.69,1534.06,7626.19,7835.16,3969.12,3969.12,2489.98,1276.29,1276.29,5068.03,68.1808,3791.74
3430,2022-05-24,00:00:00.00,191.457,6632.57,159.815,83.4966,0,0,2402.94,124.748,0,0,0,208.963,0,0,159.815,159.815,83.4966,83.4966,2594.4,2527.69,1534.06,7626.19,7835.16,3969.12,3969.12,2489.98,1276.29,1276.29,5068.03,68.1808,3791.74
3431,2022-05-25,00:00:00.00,191.457,6632.57,159.815,83.4966,0,0,2402.94,124.748,0,0,0,208.963,0,0,159.815,159.815,83.4966,83.4966,2594.4,2527.69,1534.06,7626.19,7835.16,3969.84,3969.84,2489.98,1276.29,1276.29,5068.03,68.1808,3791.74
3432,2022-05-26,00:00:00.00,191.457,6633.72,159.845,83.4966,0,0,2402.94,124.748,0,0,0,208.989,0,0,159.845,159.845,83.4966,83.4966,2594.4,2527.69,1534.37,7627.04,7836.03,3971.2,3971.2,2490.82,1276.29,1276.29,5068.03,68.1808,3791.74
3433,2022-05-27,00:00:00.00,191.457,6634.67,159.871,83.4966,0,0,2402.94,124.748,0,0,0,209.011,0,0,159.871,159.871,83.4966,83.4966,2594.4,2527.69,1534.62,7627.74,7836.75,3976.63,3976.63,2491.52,1276.29,1276.29,5068.03,68.1808,3791.74
3434,2022-05-28,00:00:00.00,191.457,6649.8,160.276,83.4966,0,0,2402.94,124.748,0,0,0,209.356,0,0,160.276,160.276,83.4966,83.4966,2594.4,2527.69,1539.15,7638.34,7847.69,3981.68,3981.68,2500.94,1276.29,1276.29,5069.22,68.1808,3791.87
3435,2022-05-29,00:00:00.00,191.457,6649.8,160.276,83.4966,0,0,2402.94,124.748,0,0,0,209.356,0,0,160.276,160.276,83.4966,83.4966,2594.4,2527.69,1539.15,7638.34,7847.69,3987.26,3987.26,2500.94,1277.35,1277.35,5069.22,68.1808,3791.87
3436,2022-05-30,00:00:00.00,191.457,6649.8,160.276,83.4966,0,0,2402.94,124.748,0,0,0,209.356,0,0,160.276,160.276,83.4966,83.4966,2594.4,2527.69,1539.15,7638.34,7847.69,3992.59,3992.59,2500.94,1277.35,1277.35,5069.22,68.1808,3791.87
3437,2022-05-31,00:00:00.00,191.457,6649.8,160.276,83.4966,0,0,2402.94,124.748,0,0,0,209.356,0,0,160.276,160.276,83.4966,83.4966,2594.4,2527.69,1539.15,7638.34,7847.69,3997.38,3997.38,2500.94,1277.35,1277.35,5069.22,68.1808,3791.87
3438,2022-06-01,00:00:00.00,191.457,6649.8,160.276,83.4966,0,0,2402.94,124.748,0,0,0,209.356,0,0,160.276,160.276,83.4966,83.4966,2594.4,2527.69,1539.15,7638.34,7847.69,4001.69,4001.69,2500.94,1277.35,1277.35,5069.22,68.1808,3791.87
3439,2022-06-02,00:00:00.00,191.457,6651.14,160.312,83.4966,0,0,2402.94,124.748,0,0,0,209.387,0,0,160.312,160.312,83.4966,83.4966,2594.4,2527.69,1539.66,7639.16,7848.55,4006.91,4006.91,2501.77,1277.35,1277.35,5069.22,68.1808,3791.87
3440,2022-06-03,00:00:00.00,191.457,6651.14,160.312,83.4966,0,0,2402.94,124.748,0,0,0,209.387,0,0,160.312,160.312,83.4966,83.4966,2594.4,2527.69,1539.66,7639.16,7848.55,4006.91,4006.91,2501.77,1277.35,1277.35,5069.22,68.1808,3791.87
3441,2022-06-04,00:00:00.00,191.457,6651.14,160.312,83.4966,0,0,2402.94,124.748,0,0,0,209.387,0,0,160.312,160.312,83.4966,83.4966,2594.4,2527.69,1539.66,7639.16,7848.55,4006.91,4006.91,2501.77,1277.35,1277.35,5069.22,68.1808,3791.87
3442,2022-06-05,00:00:00.00,191.457,6651.14,160.312,83.4966,0,0,2402.94,124.748,0,0,0,209.387,0,0,160.312,160.312,83.4966,83.4966,2594.4,2527.69,1539.66,7639.16,7848.55,4006.91,4006.91,2501.77,1277.35,1277.35,5069.22,68.1808,3791.87
3443,2022-06-06,00:00:00.00,191.457,6655.35,160.424,83.4966,0,0,2402.94,124.748,0,0,0,209.483,0,0,160.424,160.424,83.4966,83.4966,2594.4,2527.69,1541.41,7641.62,7851.11,4006.91,4006.91,2504.23,1277.35,1277.35,5069.22,68.1808,3791.87
3444,2022-06-07,00:00:00.00,191.457,6674.5,160.93,83.4966,0,0,2402.94,124.748,0,0,0,209.92,0,0,160.93,160.93,83.4966,83.4966,2594.4,2527.69,1548.71,7653.48,7863.4,4006.91,4006.91,2514.19,1277.35,1277.35,5071.11,68.1808,3792.07
3445,2022-06-08,00:00:00.00,191.457,6682.35,161.14,83.4966,0,0,2402.94,124.748,0,0,0,210.099,0,0,161.14,161.14,83.4966,83.4966,2594.4,2527.69,1550.7,7659.34,7869.44,4006.91,4006.91,2520.05,1277.35,1277.35,5071.11,68.1808,3792.25
