time,date,hour,Snow Refreeze[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Canopy Evaporation[mm],Canopy Evaporation[mm],Canopy Snow Sublimation[mm],Canopy Snow Sublimation[mm],Snow Balance[mm],Overflow[mm],Infiltration[mm],Infiltration[mm],Flush[mm],Soil Evaporation[mm],Soil Evaporation[mm],Capillary Rise[mm],Lake Evaporation[mm],Lake Evaporation[mm],Percolation[mm],Baseflow[mm],Baseflow[mm]
,,from:,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,CANOPY,AET,CANOPY_SNOW,AET,SNOW,SNOW_LIQ,PONDED_WATER,PONDED_WATER,SURFACE_WATER,SOIL[0],AET,SOIL[1],SOIL[2],AET,SOIL[1],SOIL[1],SOIL[2]
,,to:,SNOW,PONDED_WATER,CANOPY,CANOPY_SNOW,ATMOS_PRECIP,ATMOSPHERE,SNOW,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,SOIL[2],SURFACE_WATER,ATMOS_PRECIP,ATMOS_PRECIP,ATMOSPHERE,AET,ATMOSPHERE,AET,SNOW_LIQ,PONDED_WATER,SOIL[0],SURFACE_WATER,SOIL[1],ATMOSPHERE,AET,SOIL[0],ATMOSPHERE,AET,SOIL[2],SURFACE_WATER,SURFACE_WATER
77,2013-03-19,00:00:00.00,6.05274,75.0475,2.06585,4.61122,0,0,129.167,4.36507,0,0,0,4.78336,0,0,2.06585,2.06585,4.61122,4.61122,101.385,99.6977,50.5292,124.216,128.999,1.52688,1.52688,42.4597,5.26171,5.26171,81.7563,0,51.3555
78,2013-03-20,00:00:00.00,6.05274,75.0475,2.06585,4.65865,0,0,130.496,4.36507,0,0,0,4.81394,0,0,2.06585,2.06585,4.65865,4.65865,101.385,99.6977,50.5292,124.216,129.03,1.5338,1.5338,42.4597,5.43173,5.43173,81.7563,0,54.0159
79,2013-03-21,00:00:00.00,6.05274,75.0475,2.06585,4.6722,0,0,130.875,4.36507,0,0,0,4.82268,0,0,2.06585,2.06585,4.6722,4.6722,101.385,99.6977,50.5292,124.216,129.039,1.5338,1.5338,42.4597,5.43173,5.43173,81.7563,0,56.3929
80,2013-03-22,00:00:00.00,6.05274,75.0475,2.06585,4.72641,0,0,132.394,4.36507,0,0,0,4.85763,0,0,2.06585,2.06585,4.72641,4.72641,101.385,99.6977,50.5292,124.216,129.074,1.5338,1.5338,42.4597,5.43173,5.43173,81.7563,0,58.5166
81,2013-03-23,00:00:00.00,6.05274,75.0475,2.06585,4.73319,0,0,132.583,4.36507,0,0,0,4.86199,0,0,2.06585,2.06585,4.73319,4.73319,101.385,99.6977,50.5292,124.216,129.078,1.53947,1.53947,42.4597,5.49192,5.49192,81.7563,0,60.4077
82,2013-03-24,00:00:00.00,6.05274,75.0475,2.06585,4.73319,0,0,132.583,4.36507,0,0,0,4.86199,0,0,2.06585,2.06585,4.73319,4.73319,101.385,99.6977,50.5292,124.216,129.078,1.65748,1.65748,42.4597,6.10125,6.10125,81.7563,0,62.0323
83,2013-03-25,00:00:00.00,6.05274,75.0475,2.06585,4.73319,0,0,132.583,4.36507,0,0,0,4.86199,0,0,2.06585,2.06585,4.73319,4.73319,101.385,99.6977,50.5292,124.216,129.078,1.72231,1.72231,42.4597,6.43601,6.43601,81.7563,0,63.4481
84,2013-03-26,00:00:00.00,6.05274,75.0475,2.06585,4.73319,0,0,132.583,4.36507,0,0,0,4.86199,0,0,2.06585,2.06585,4.73319,4.73319,105.506,102.804,50.6282,127.223,132.085,1.89248,1.89248,43.4222,7.31464,7.31464,83.8011,0,64.8374
85,2013-03-27,00:00:00.00,6.05274,75.0475,2.06585,4.73319,0,0,132.583,4.36507,0,0,0,4.86199,0,0,2.06585,2.06585,4.73319,4.73319,119.829,117.488,51.0668,141.468,146.33,2.06265,2.06265,44.7345,8.19327,8.19327,96.734,0,67.363
86,2013-03-28,00:00:00.00,6.05274,75.3794,2.07473,4.76887,0,0,133.583,4.36507,0,0,0,4.89257,0,0,2.07473,2.07473,4.76887,4.76887,121.092,118.76,51.1064,143.033,147.926,2.19351,2.19351,45.4252,9.06117,9.06117,97.6081,0,69.6201
87,2013-03-29,00:00:00.00,6.05274,75.3794,2.07473,4.76887,0,0,133.583,4.36507,0,0,0,4.89257,0,0,2.07473,2.07473,4.76887,4.76887,129.665,127.631,51.2852,151.725,156.617,2.63365,2.63365,46.3805,9.81013,9.81013,105.344,0,72.3813
88,2013-03-30,00:00:00.00,6.05274,75.3794,2.07473,4.76887,0,0,133.583,4.36507,0,0,0,4.89257,0,0,2.07473,2.07473,4.76887,4.76887,131.228,129.248,51.3651,153.262,158.155,3.51206,3.51206,47.0767,10.5559,10.5559,106.186,0,74.8584
89,2013-03-31,00:00:00.00,6.05274,75.3794,2.07473,4.76887,0,0,133.583,4.36507,0,0,0,4.89257,0,0,2.07473,2.07473,4.76887,4.76887,131.875,129.918,51.4118,153.885,158.778,4.39058,4.39058,47.4578,11.4345,11.4345,106.427,0,77.0038
90,2013-04-01,00:00:00.00,6.05274,77.6769,2.13622,4.78242,0,0,133.963,4.36507,0,0,0,4.95373,0,0,2.13622,2.13622,4.78242,4.78242,133.19,131.265,51.5388,157.403,162.357,5.19417,5.19417,48.5411,12.3131,12.3131,108.862,0,79.0863
91,2013-04-02,00:00:00.00,6.28983,77.6769,2.13622,5.03991,0,0,141.175,4.36507,0,0,0,5.11973,0,0,2.13622,2.13622,5.03991,5.03991,133.19,131.265,51.5388,157.403,162.523,5.19417,5.19417,48.5411,12.3131,12.3131,108.862,0,80.947
92,2013-04-03,00:00:00.00,6.28983,77.6769,2.13622,5.09412,0,0,142.694,4.36507,0,0,0,5.15467,0,0,2.13622,2.13622,5.09412,5.09412,133.19,131.265,51.5388,157.403,162.558,5.19417,5.19417,48.5411,12.3131,12.3131,108.862,0,82.6094
93,2013-04-04,00:00:00.00,6.28983,77.6769,2.13622,5.09412,0,0,142.694,4.36507,0,0,0,5.15467,0,0,2.13622,2.13622,5.09412,5.09412,133.19,131.265,51.5388,157.403,162.558,5.19417,5.19417,48.5411,12.3131,12.3131,108.862,0,84.0947
94,2013-04-05,00:00:00.00,6.28983,77.6769,2.13622,5.09412,0,0,142.694,4.36507,0,0,0,5.15467,0,0,2.13622,2.13622,5.09412,5.09412,133.19,131.265,51.5388,157.403,162.558,5.19417,5.19417,48.5411,12.3131,12.3131,108.862,0,85.4217
95,2013-04-06,00:00:00.00,6.28983,77.6769,2.13622,5.09412,0,0,142.694,4.36507,0,0,0,5.15467,0,0,2.13622,2.13622,5.09412,5.09412,136.127,133.873,51.5926,159.957,165.112,5.19417,5.19417,49.1621,12.3131,12.3131,110.795,0,86.8133
96,2013-04-07,00:00:00.00,6.61559,77.6769,2.1383,5.10492,0,0,142.996,4.44276,0,0,0,5.16341,0,0,2.1383,2.1383,5.10492,5.10492,136.127,133.873,51.5926,159.957,165.12,5.19417,5.19417,49.1621,12.3131,12.3131,110.795,0,88.0565
97,2013-04-08,00:00:00.00,6.61559,77.6769,2.1383,5.10492,0,0,142.996,4.44276,0,0,0,5.16341,0,0,2.1383,2.1383,5.10492,5.10492,143.508,141.123,51.7705,167.03,172.193,7.14276,7.14276,50.2478,14.2617,14.2617,116.782,0,89.5977
98,2013-04-09,00:00:00.00,6.61559,87.6327,2.40473,5.10492,0,0,142.996,4.44276,0,0,0,5.39057,0,0,2.40473,2.40473,5.10492,5.10492,145.082,142.752,52.0845,178.3,183.691,7.91764,7.91764,51.2173,15.2155,15.2155,127.083,0,91.9705
99,2013-04-10,00:00:00.00,6.61559,111.306,2.91052,5.10492,0,0,142.996,4.44276,0,0,0,5.92788,0,0,2.91052,2.91052,5.10492,5.10492,147.467,145.219,52.6802,203.846,209.774,9.93164,9.93164,52.2702,17.6615,17.6615,151.575,0,96.4396
100,2013-04-11,00:00:00.00,6.61559,124.134,3.25381,5.10492,0,0,142.996,4.44276,0,0,0,6.22056,0,0,3.25381,3.25381,5.10492,5.10492,148.778,146.576,53.0153,217.695,223.915,10.2743,10.2743,53.1287,18.1178,18.1178,164.566,0,101.768
101,2013-04-12,00:00:00.00,6.64457,124.134,3.25381,5.66733,0,0,158.75,4.44276,0,0,0,6.58313,0,0,3.25381,3.25381,5.66733,5.66733,148.778,146.576,53.0153,217.695,224.278,10.2743,10.2743,53.1287,18.1178,18.1178,164.566,0,106.529
102,2013-04-13,00:00:00.00,6.64457,127.386,3.35633,5.94507,0,0,166.532,5.01999,0,0,0,6.8496,0,0,3.35633,3.35633,5.94507,5.94507,148.778,146.576,53.0788,220.883,227.733,10.2743,10.2743,53.8158,18.1178,18.1178,167.068,0,111.049
103,2013-04-14,00:00:00.00,6.64457,129.031,3.40757,5.95862,0,0,166.911,5.2903,0,0,0,6.90202,0,0,3.40757,3.40757,5.95862,5.95862,160.26,158.444,53.2928,234.182,241.084,10.2743,10.2743,54.3353,18.1178,18.1178,179.846,0,116.449
104,2013-04-15,00:00:00.00,6.64457,129.031,3.40757,5.95862,0,0,166.911,5.2903,0,0,0,6.90202,0,0,3.40757,3.40757,5.95862,5.95862,171.047,169.606,53.4255,245.211,252.113,10.2743,10.2743,54.7335,18.1178,18.1178,190.477,0,122.406
105,2013-04-16,00:00:00.00,6.64457,129.988,3.43319,5.95862,0,0,166.911,5.2903,0,0,0,6.92386,0,0,3.43319,3.43319,5.95862,5.95862,173.556,172.202,53.4539,248.736,255.659,12.9017,12.9017,55.5408,20.7708,20.7708,193.195,0,127.735
106,2013-04-17,00:00:00.00,6.64457,131.328,3.46906,5.95862,0,0,166.911,5.2903,0,0,0,6.95444,0,0,3.46906,3.46906,5.95862,5.95862,173.556,172.202,53.4784,250.051,257.006,15.5188,15.5188,56.6802,23.4238,23.4238,193.371,0,132.233
107,2013-04-18,00:00:00.00,6.64457,145.305,3.84308,5.95862,0,0,166.911,5.2903,0,0,0,7.27333,0,0,3.84308,3.84308,5.95862,5.95862,173.556,172.202,53.8403,263.666,270.939,17.1241,17.1241,57.8391,25.3724,25.3724,205.827,0,137.371
108,2013-04-19,00:00:00.00,6.64457,159.281,4.21711,5.95862,0,0,166.911,5.2903,0,0,0,7.59222,0,0,4.21711,4.21711,5.95862,5.95862,173.556,172.202,54.21,277.273,284.865,19.4031,19.4031,59.1375,28.0254,28.0254,218.135,0,142.99
109,2013-04-20,00:00:00.00,6.64457,162.919,4.31446,5.98573,0,0,167.671,5.2903,0,0,0,7.6927,0,0,4.31446,4.31446,5.98573,5.98573,174.315,172.961,54.341,281.538,289.231,21.9316,21.9316,60.6403,30.6783,30.6783,220.898,0,148.023
110,2013-04-21,00:00:00.00,6.64457,162.919,4.31446,5.9925,0,0,167.86,5.2903,0,0,0,7.69706,0,0,4.31446,4.31446,5.9925,5.9925,174.315,172.961,54.341,281.538,289.236,21.9316,21.9316,60.6403,30.6783,30.6783,220.898,0,152.519
111,2013-04-22,00:00:00.00,6.64457,162.919,4.31446,5.9925,0,0,167.86,5.2903,0,0,0,7.69706,0,0,4.31446,4.31446,5.9925,5.9925,174.505,173.151,54.3476,281.722,289.419,21.9316,21.9316,60.8235,30.6783,30.6783,220.898,0,156.536
112,2013-04-23,00:00:00.00,6.64457,162.919,4.31446,5.9925,0,0,167.86,5.2903,0,0,0,7.69706,0,0,4.31446,4.31446,5.9925,5.9925,174.505,173.151,54.3476,281.722,289.419,23.5486,23.5486,60.8235,32.2953,32.2953,220.898,0,159.953
113,2013-04-24,00:00:00.00,6.64457,163.493,4.32983,5.9925,0,0,167.86,5.2903,0,0,0,7.71017,0,0,4.32983,4.32983,5.9925,5.9925,174.505,173.151,54.3718,282.272,289.982,26.1862,26.1862,61.3737,34.9483,34.9483,220.898,0,162.723
114,2013-04-25,00:00:00.00,6.64457,172.109,4.5604,5.9925,0,0,167.86,5.2903,0,0,0,7.90675,0,0,4.5604,4.5604,5.9925,5.9925,174.505,173.151,54.8295,290.43,298.337,28.07,28.07,63.5114,37.0627,37.0627,226.918,0,165.614
115,2013-04-26,00:00:00.00,6.64457,174.406,4.62188,5.9925,0,0,167.86,5.2903,0,0,0,7.95917,0,0,4.62188,4.62188,5.9925,5.9925,174.505,173.151,54.9429,292.614,300.573,28.1679,28.1679,65.2487,37.1874,37.1874,227.365,0,168.231
116,2013-04-27,00:00:00.00,6.64457,174.406,4.62188,5.9925,0,0,167.86,5.2903,0,0,0,7.95917,0,0,4.62188,4.62188,5.9925,5.9925,174.505,173.151,54.9429,292.614,300.573,29.7848,29.7848,65.2487,38.8044,38.8044,227.365,0,170.397
117,2013-04-28,00:00:00.00,6.64457,174.406,4.62188,5.9925,0,0,167.86,5.2903,0,0,0,7.95917,0,0,4.62188,4.62188,5.9925,5.9925,174.505,173.151,54.9429,292.614,300.573,32.4378,32.4378,65.2487,41.4574,41.4574,227.365,0,172.05
118,2013-04-29,00:00:00.00,6.64457,181.299,4.80633,5.9925,0,0,167.86,5.2903,0,0,0,8.11643,0,0,4.80633,4.80633,5.9925,5.9925,174.505,173.151,55.3763,299.073,307.189,34.9063,34.9063,67.8354,44.1103,44.1103,231.238,0,173.656
119,2013-04-30,00:00:00.00,6.64457,181.299,4.80633,5.9925,0,0,167.86,5.2903,0,0,0,8.11643,0,0,4.80633,4.80633,5.9925,5.9925,174.505,173.151,55.3763,299.073,307.189,37.5593,37.5593,67.8354,46.7633,46.7633,231.238,0,174.809
120,2013-05-01,00:00:00.00,6.64457,181.299,4.80633,5.9925,0,0,167.86,5.2903,0,0,0,8.11643,0,0,4.80633,4.80633,5.9925,5.9925,174.505,173.151,55.3763,299.073,307.189,40.2123,40.2123,67.8354,49.4163,49.4163,231.238,0,175.556
121,2013-05-02,00:00:00.00,6.64457,181.299,4.80633,5.9925,0,0,167.86,5.2903,0,0,0,8.11643,0,0,4.80633,4.80633,5.9925,5.9925,174.505,173.151,55.3763,299.073,307.189,45.7934,45.7934,67.8354,54.979,54.979,231.238,0,175.631
122,2013-05-03,00:00:00.00,6.64457,181.299,4.80633,5.9925,0,0,167.86,5.2903,0,0,0,8.11643,0,0,4.80633,4.80633,5.9925,5.9925,174.505,173.151,55.3763,299.073,307.189,51.3745,51.3745,67.8354,55.6066,55.6066,231.238,0,175.631
123,2013-05-04,00:00:00.00,6.64457,181.299,4.80633,5.9925,0,0,167.86,5.2903,0,0,0,8.11643,0,0,4.80633,4.80633,5.9925,5.9925,174.505,173.151,55.3763,299.073,307.189,56.9556,56.9556,67.8354,55.6066,55.6066,231.238,0,175.631
124,2013-05-05,00:00:00.00,6.64457,181.299,4.80633,5.9925,0,0,167.86,5.2903,0,0,0,8.11643,0,0,4.80633,4.80633,5.9925,5.9925,174.505,173.151,55.3763,299.073,307.189,62.5367,62.5367,67.8354,55.6066,55.6066,231.238,0,175.631
125,2013-05-06,00:00:00.00,6.64457,181.299,4.80633,5.9925,0,0,167.86,5.2903,0,0,0,8.11643,0,0,4.80633,4.80633,5.9925,5.9925,174.505,173.151,55.3763,299.073,307.189,68.1178,68.1178,67.8354,55.6066,55.6066,231.238,0,175.631
126,2013-05-07,00:00:00.00,6.64457,181.299,4.80633,5.9925,0,0,167.86,5.2903,0,0,0,8.11643,0,0,4.80633,4.80633,5.9925,5.9925,174.505,173.151,55.3763,299.073,307.189,73.6436,73.6436,67.8354,55.6066,55.6066,231.238,0,175.631
127,2013-05-08,00:00:00.00,6.64457,181.299,4.80633,5.9925,0,0,167.86,5.2903,0,0,0,8.11643,0,0,4.80633,4.80633,5.9925,5.9925,174.505,173.151,55.3763,299.073,307.189,78.647,78.647,67.8354,55.6066,55.6066,231.238,0,175.631
128,2013-05-09,00:00:00.00,6.64457,182.064,4.82683,5.9925,0,0,167.86,5.2903,0,0,0,8.1339,0,0,4.82683,4.82683,5.9925,5.9925,174.505,173.151,55.6333,299.582,307.716,83.154,83.154,68.3442,55.6066,55.6066,231.238,0,175.631
129,2013-05-10,00:00:00.00,6.64457,182.256,4.83195,5.9925,0,0,167.86,5.2903,0,0,0,8.13827,0,0,4.83195,4.83195,5.9925,5.9925,174.505,173.151,55.7031,299.703,307.842,87.2778,87.2778,68.4659,55.6066,55.6066,231.238,0,175.631
130,2013-05-11,00:00:00.00,6.64457,204.357,5.33774,5.9925,0,0,167.86,5.2903,0,0,0,8.64063,0,0,5.33774,5.33774,5.9925,5.9925,174.505,173.151,64.4547,313.053,321.694,88.9515,88.9515,78.8173,55.6066,55.6066,234.236,0,175.95
131,2013-05-12,00:00:00.00,6.64457,204.548,5.34287,5.9925,0,0,167.86,5.2903,0,0,0,8.645,0,0,5.34287,5.34287,5.9925,5.9925,174.505,173.151,64.5055,313.194,321.839,88.9515,88.9515,78.9579,55.6066,55.6066,234.236,0,176.236
132,2013-05-13,00:00:00.00,6.64457,204.548,5.34287,6.08059,0,0,170.328,5.2903,0,0,0,8.70179,0,0,5.34287,5.34287,6.08059,6.08059,176.972,175.618,65.1576,315.009,323.711,88.9515,88.9515,80.7733,55.6066,55.6066,234.236,0,176.491
133,2013-05-14,00:00:00.00,6.64457,204.548,5.34287,6.08059,0,0,170.328,5.2903,0,0,0,8.70179,0,0,5.34287,5.34287,6.08059,6.08059,176.972,175.618,65.1576,315.009,323.711,88.9515,88.9515,80.7733,55.6066,55.6066,234.236,0,176.719
134,2013-05-15,00:00:00.00,6.64457,205.314,5.36336,6.08059,0,0,170.328,5.2903,0,0,0,8.71926,0,0,5.36336,5.36336,6.08059,6.08059,176.972,175.618,65.347,315.585,324.305,88.9515,88.9515,81.3497,55.6066,55.6066,234.236,0,176.922
135,2013-05-16,00:00:00.00,6.64457,205.314,5.36336,6.08059,0,0,170.328,5.2903,0,0,0,8.71926,0,0,5.36336,5.36336,6.08059,6.08059,176.972,175.618,65.347,315.585,324.305,92.1168,92.1168,81.3497,57.3108,57.3108,234.236,0,176.923
136,2013-05-17,00:00:00.00,6.64457,205.314,5.36336,6.08059,0,0,170.328,5.2903,0,0,0,8.71926,0,0,5.36336,5.36336,6.08059,6.08059,176.972,175.618,65.347,315.585,324.305,94.8926,94.8926,81.3497,57.3131,57.3131,234.236,0,176.923
137,2013-05-18,00:00:00.00,6.64457,205.314,5.36336,6.08059,0,0,170.328,5.2903,0,0,0,8.71926,0,0,5.36336,5.36336,6.08059,6.08059,176.972,175.618,65.347,315.585,324.305,94.8926,94.8926,81.3497,57.3131,57.3131,234.236,0,176.923
138,2013-05-19,00:00:00.00,6.64457,205.314,5.36336,6.08059,0,0,170.328,5.2903,0,0,0,8.71926,0,0,5.36336,5.36336,6.08059,6.08059,176.972,175.618,65.347,315.585,324.305,98.1856,98.1856,81.3497,57.3131,57.3131,234.236,0,176.923
139,2013-05-20,00:00:00.00,6.64457,205.314,5.36336,6.08059,0,0,170.328,5.2903,0,0,0,8.71926,0,0,5.36336,5.36336,6.08059,6.08059,176.972,175.618,65.347,315.585,324.305,103.082,103.082,81.3497,57.3131,57.3131,234.236,0,176.923
140,2013-05-21,00:00:00.00,6.64457,216.802,5.67078,6.08059,0,0,170.328,5.2903,0,0,0,8.98136,0,0,5.67078,5.67078,6.08059,6.08059,176.972,175.618,69.2827,323.137,332.119,107.615,107.615,88.9015,57.3131,57.3131,234.236,0,176.923
141,2013-05-22,00:00:00.00,6.64457,248.535,6.17657,6.08059,0,0,170.328,5.2903,0,0,0,9.69778,0,0,6.17657,6.17657,6.08059,6.08059,176.972,175.618,78.5332,345.62,355.318,112.689,112.689,97.2485,57.3131,57.3131,248.372,0,178.429
142,2013-05-23,00:00:00.00,6.64457,250.641,6.23293,6.08059,0,0,170.328,5.2903,0,0,0,9.74583,0,0,6.23293,6.23293,6.08059,6.08059,176.972,175.618,78.9703,347.289,357.035,118.213,118.213,98.9174,62.8943,62.8943,248.372,0,179.18
143,2013-05-24,00:00:00.00,6.64457,253.322,6.30466,6.08059,0,0,170.328,5.2903,0,0,0,9.80699,0,0,6.30466,6.30466,6.08059,6.08059,176.972,175.618,79.5859,349.354,359.161,120.609,120.609,100.982,65.3625,65.3625,248.372,0,179.588
144,2013-05-25,00:00:00.00,6.64457,253.513,6.30979,6.08059,0,0,170.328,5.2903,0,0,0,9.81135,0,0,6.30979,6.30979,6.08059,6.08059,176.972,175.618,79.6295,349.502,359.313,120.609,120.609,101.13,65.3625,65.3625,248.372,0,179.952
145,2013-05-26,00:00:00.00,6.64457,253.513,6.30979,6.08059,0,0,170.328,5.2903,0,0,0,9.81135,0,0,6.30979,6.30979,6.08059,6.08059,176.972,175.618,79.6295,349.502,359.313,120.609,120.609,101.13,65.3625,65.3625,248.372,0,180.278
146,2013-05-27,00:00:00.00,6.64457,253.513,6.30979,6.08059,0,0,170.328,5.2903,0,0,0,9.81135,0,0,6.30979,6.30979,6.08059,6.08059,176.972,175.618,79.6295,349.502,359.313,120.609,120.609,101.13,65.3625,65.3625,248.372,0,180.569
147,2013-05-28,00:00:00.00,6.64457,256.385,6.38664,6.08059,0,0,170.328,5.2903,0,0,0,9.87688,0,0,6.38664,6.38664,6.08059,6.08059,176.972,175.618,80.2801,351.723,361.6,122.651,122.651,103.351,67.4335,67.4335,248.372,0,180.608
148,2013-05-29,00:00:00.00,6.64457,272.85,6.82727,6.08059,0,0,170.328,5.2903,0,0,0,10.2526,0,0,6.82727,6.82727,6.08059,6.08059,176.972,175.618,83.9214,364.547,374.8,124.689,124.689,110.241,67.7633,67.7633,254.306,0,181.241
149,2013-05-30,00:00:00.00,6.64457,273.999,6.85802,6.08059,0,0,170.328,5.2903,0,0,0,10.2788,0,0,6.85802,6.85802,6.08059,6.08059,176.972,175.618,84.1143,365.503,375.782,130.239,130.239,111.197,73.0561,73.0561,254.306,0,181.242
150,2013-05-31,00:00:00.00,6.64457,274.956,6.88363,6.08059,0,0,170.328,5.2903,0,0,0,10.3006,0,0,6.88363,6.88363,6.08059,6.08059,176.972,175.618,84.3011,366.273,376.574,135.795,135.795,111.967,73.0646,73.0646,254.306,0,181.242
151,2013-06-01,00:00:00.00,6.64457,280.317,7.0271,6.08059,0,0,170.328,5.2903,0,0,0,10.4229,0,0,7.0271,7.0271,6.08059,6.08059,176.972,175.618,85.5048,370.43,380.853,141.232,141.232,116.124,73.0646,73.0646,254.306,0,181.242
152,2013-06-02,00:00:00.00,6.64457,292.953,7.36526,6.08059,0,0,170.328,5.2903,0,0,0,10.7112,0,0,7.36526,7.36526,6.08059,6.08059,176.972,175.618,88.3485,380.223,390.934,148.225,148.225,124.192,73.0646,73.0646,256.031,0,181.425
153,2013-06-03,00:00:00.00,6.64457,294.868,7.4165,6.08059,0,0,170.328,5.2903,0,0,0,10.7549,0,0,7.4165,7.4165,6.08059,6.08059,176.972,175.618,88.7314,381.755,392.51,152.246,152.246,125.724,74.6056,74.6056,256.031,0,181.425
154,2013-06-04,00:00:00.00,6.64457,294.868,7.4165,6.08059,0,0,170.328,5.2903,0,0,0,10.7549,0,0,7.4165,7.4165,6.08059,6.08059,176.972,175.618,88.7314,381.755,392.51,152.246,152.246,125.724,74.6056,74.6056,256.031,0,181.425
155,2013-06-05,00:00:00.00,6.64457,294.868,7.4165,6.08059,0,0,170.328,5.2903,0,0,0,10.7549,0,0,7.4165,7.4165,6.08059,6.08059,176.972,175.618,88.7314,381.755,392.51,152.246,152.246,125.724,74.6056,74.6056,256.031,0,181.425
156,2013-06-06,00:00:00.00,6.64457,294.868,7.4165,6.08059,0,0,170.328,5.2903,0,0,0,10.7549,0,0,7.4165,7.4165,6.08059,6.08059,176.972,175.618,88.7314,381.755,392.51,152.246,152.246,125.724,74.6056,74.6056,256.031,0,181.425
157,2013-06-07,00:00:00.00,6.64457,299.846,7.54971,6.08059,0,0,170.328,5.2903,0,0,0,10.8685,0,0,7.54971,7.54971,6.08059,6.08059,176.972,175.618,89.7936,385.67,396.539,152.246,152.246,129.639,74.6056,74.6056,256.031,0,181.425
158,2013-06-08,00:00:00.00,6.64457,300.037,7.55484,6.08059,0,0,170.328,5.2903,0,0,0,10.8729,0,0,7.55484,7.55484,6.08059,6.08059,176.972,175.618,89.8284,385.827,396.7,152.246,152.246,129.796,74.6056,74.6056,256.031,0,181.425
159,2013-06-09,00:00:00.00,6.64457,300.037,7.55484,6.08059,0,0,170.328,5.2903,0,0,0,10.8729,0,0,7.55484,7.55484,6.08059,6.08059,176.972,175.618,89.8284,385.827,396.7,152.246,152.246,129.796,74.6056,74.6056,256.031,0,181.425
160,2013-06-10,00:00:00.00,6.64457,304.632,7.67781,6.08059,0,0,170.328,5.2903,0,0,0,10.9777,0,0,7.67781,7.67781,6.08059,6.08059,176.972,175.618,90.6589,389.592,400.569,152.523,152.523,133.561,74.6056,74.6056,256.031,0,181.425
161,2013-06-11,00:00:00.00,6.64457,321.289,8.12356,6.08059,0,0,170.328,5.2903,0,0,0,11.3578,0,0,8.12356,8.12356,6.08059,6.08059,176.972,175.618,93.2308,403.676,415.034,152.523,152.523,138.277,74.6056,74.6056,265.4,0,182.424
162,2013-06-12,00:00:00.00,6.64457,321.289,8.12356,6.08059,0,0,170.328,5.2903,0,0,0,11.3578,0,0,8.12356,8.12356,6.08059,6.08059,176.972,175.618,93.2308,403.676,415.034,157.06,157.06,138.277,79.1433,79.1433,265.4,0,182.832
163,2013-06-13,00:00:00.00,6.64457,323.395,8.17992,6.08059,0,0,170.328,5.2903,0,0,0,11.4058,0,0,8.17992,8.17992,6.08059,6.08059,176.972,175.618,93.5214,405.492,416.898,161.076,161.076,140.092,82.5676,82.5676,265.4,0,182.832
164,2013-06-14,00:00:00.00,6.64457,325.501,8.23628,6.08059,0,0,170.328,5.2903,0,0,0,11.4539,0,0,8.23628,8.23628,6.08059,6.08059,176.972,175.618,93.8358,407.284,418.737,164.159,164.159,141.884,82.5676,82.5676,265.4,0,182.832
165,2013-06-15,00:00:00.00,6.64457,325.501,8.23628,6.08059,0,0,170.328,5.2903,0,0,0,11.4539,0,0,8.23628,8.23628,6.08059,6.08059,176.972,175.618,93.8358,407.284,418.737,166.834,166.834,141.884,82.5676,82.5676,265.4,0,182.832
166,2013-06-16,00:00:00.00,6.64457,330.288,8.36437,6.08059,0,0,170.328,5.2903,0,0,0,11.5631,0,0,8.36437,8.36437,6.08059,6.08059,176.972,175.618,94.6558,411.25,422.813,166.834,166.834,145.85,82.5676,82.5676,265.4,0,182.832
167,2013-06-17,00:00:00.00,6.64457,345.987,8.78451,6.08059,0,0,170.328,5.2903,0,0,0,11.9213,0,0,8.78451,8.78451,6.08059,6.08059,176.972,175.618,96.8923,424.713,436.634,168.653,168.653,150.6,82.5676,82.5676,274.113,0,183.761
168,2013-06-18,00:00:00.00,6.64457,346.37,8.79476,6.08059,0,0,170.328,5.2903,0,0,0,11.93,0,0,8.79476,8.79476,6.08059,6.08059,176.972,175.618,96.9354,425.053,436.983,171.783,171.783,150.94,85.7077,85.7077,274.113,0,184.255
169,2013-06-19,00:00:00.00,6.64457,346.37,8.79476,6.08059,0,0,170.328,5.2903,0,0,0,11.93,0,0,8.79476,8.79476,6.08059,6.08059,176.972,175.618,96.9354,425.053,436.983,171.783,171.783,150.94,85.7077,85.7077,274.113,0,184.698
170,2013-06-20,00:00:00.00,6.64457,346.37,8.79476,6.08059,0,0,170.328,5.2903,0,0,0,11.93,0,0,8.79476,8.79476,6.08059,6.08059,176.972,175.618,96.9354,425.053,436.983,171.783,171.783,150.94,85.7077,85.7077,274.113,0,185.093
