time [d], date, hour, day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air_density [kg/m3], air_pressure [KPa], rel_humidity [-], cloud_cover [-], ET_radiation [MJ/m2/d], SW_radiation [MJ/m2/d], net_SW_radiation [MJ/m2/d], LW_incoming [MJ/m2/d], net_LW_radiation [MJ/m2/d], wind_speed [m/s], PET [mm/d], OW_PET [mm/d], daily_correction [-], potential_melt [mm/d]
627,2014-09-20,00:00:00.00,4.50151,0,0,8.46606,2.46606,14.4661,8.46606,-33333.3,-33333.3,1.17706,95.5704,0.5,0,28.6824,21.6787,18.1014,23.4816,-7.03401,2,0,0,1,50.0255
628,2014-09-21,00:00:00.00,4.51873,18.2864,0,14.7161,6.96606,22.4661,14.7161,-33333.3,-33333.3,1.15038,95.692,0.5,0,28.4311,20.9757,17.5143,26.7448,-6.57127,2,0.601736,0.601736,1,86.1955
629,2014-09-22,00:00:00.00,4.53594,5.22469,0,18.4661,16.4661,20.4661,18.4661,-33333.3,-33333.3,1.1344,95.7625,0.5,0,28.1792,20.4014,17.0834,28.8681,-6.21816,2,4.76622,4.76622,1,107.205
630,2014-09-23,00:00:00.00,4.55316,0,0,9.46606,6.46606,12.4661,9.46606,-33333.3,-33333.3,1.17278,95.5902,0.5,0,27.9268,20.9862,17.5562,23.9814,-6.97001,2,0,0,1,54.4656
631,2014-09-24,00:00:00.00,4.57037,0,0,12.7161,5.46606,19.9661,12.7161,-33333.3,-33333.3,1.15891,95.6537,0.5,0,27.6738,20.5316,17.1758,25.6639,-6.73591,2,0,0,1,72.5078
632,2014-09-25,00:00:00.00,4.58759,0,0,14.9661,7.96606,21.9661,14.9661,-33333.3,-33333.3,1.14932,95.6967,0.5,0,27.4205,20.1324,16.8419,26.8824,-6.54955,2,0.899625,0.899625,1,84.5638
633,2014-09-26,00:00:00.00,4.6048,0,0,15.4661,8.96606,21.9661,15.4661,-33333.3,-33333.3,1.14719,95.7062,0.5,0,27.1669,19.8814,16.6208,27.1592,-6.50535,2,1.4954,1.4954,1,86.5901
634,2014-09-27,00:00:00.00,4.62201,0,0,16.7161,8.96606,24.4661,16.7161,-33333.3,-33333.3,1.14186,95.7298,0.5,0,26.9131,19.5593,16.3334,27.8613,-6.39031,2,2.98485,2.98485,1,92.726
635,2014-09-28,00:00:00.00,4.63923,0,0,17.9661,10.4661,25.4661,17.9661,-33333.3,-33333.3,1.13653,95.7532,0.5,0,26.6592,19.2324,16.0247,28.5775,-6.26868,2,4.47429,4.47429,1,98.7343
636,2014-09-29,00:00:00.00,4.65644,0,0,17.9661,11.4661,24.4661,17.9661,-33333.3,-33333.3,1.13653,95.7532,0.5,0,26.4052,19.0284,15.8019,28.5775,-6.26868,2,4.47429,4.47429,1,97.8103
637,2014-09-30,00:00:00.00,4.67366,7.43514,0,17.2161,10.9661,23.4661,17.2161,-33333.3,-33333.3,1.13973,95.7392,0.5,0,26.1514,18.8973,15.6405,28.1461,-6.34246,2,3.58063,3.58063,1,92.8435
638,2014-10-01,00:00:00.00,4.69087,2.0095,0,15.2161,12.9661,17.4661,15.2161,-33333.3,-33333.3,1.14825,95.7015,0.5,0,25.8976,18.875,15.6597,27.0205,-6.52758,2,1.19751,1.19751,1,81.2785
639,2014-10-02,00:00:00.00,4.70809,0.20095,0,13.7161,12.4661,14.9661,13.7161,-33333.3,-33333.3,1.15464,95.6729,0.5,0,25.6441,18.795,15.6028,26.1999,-6.6556,2,2.35594,2.35594,1,72.5655
640,2014-10-03,00:00:00.00,4.7253,0,0,16.2161,12.9661,19.4661,16.2161,-33333.3,-33333.3,1.14399,95.7204,0.5,0,25.391,18.3767,15.2309,27.5788,-6.43711,2,2.35594,2.35594,1,84.966
641,2014-10-04,00:00:00.00,4.74251,21.7026,0,17.4661,13.4661,21.4661,17.4661,-33333.3,-33333.3,1.13866,95.7438,0.5,0,25.1383,18.0583,14.9406,28.2893,-6.31813,2,2.35594,2.35594,1,90.6289
642,2014-10-05,00:00:00.00,4.75973,1.6076,0,7.46606,5.96606,8.96606,7.46606,-33333.3,-33333.3,1.18135,95.5505,0.5,0,24.8861,18.6076,15.4658,22.9902,-7.09434,2,0.0371061,0.0371061,1,38.3626
643,2014-10-06,00:00:00.00,4.77694,0.803799,0,5.96606,1.46606,10.4661,5.96606,-33333.3,-33333.3,1.1878,95.5203,0.5,0,24.6345,18.4846,15.3816,22.2683,-7.17809,2,0,0,1,30.3546
644,2014-10-07,00:00:00.00,4.79416,10.8513,0,10.7161,5.46606,15.9661,10.7161,-33333.3,-33333.3,1.16744,95.6148,0.5,0,24.3836,17.988,14.9773,24.6178,-6.88476,2,1.95131,1.95131,1,53.9843
