time [d], date, hour, day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air_density [kg/m3], air_pressure [KPa], rel_humidity [-], cloud_cover [-], ET_radiation [MJ/m2/d], SW_radiation [MJ/m2/d], net_SW_radiation [MJ/m2/d], LW_incoming [MJ/m2/d], net_LW_radiation [MJ/m2/d], wind_speed [m/s], PET [mm/d], OW_PET [mm/d], daily_correction [-], potential_melt [mm/d]
3634,2022-12-14,00:00:00.00,5.96472,0,0,-5.53394,-12.0339,0.966056,-5.53394,-33333.3,-33333.3,1.23839,95.2781,0.5,0,13.2967,9.4878,3.20228,17.2168,-7.66859,2,0,0,1,-15.6027
3635,2022-12-15,00:00:00.00,5.98194,0,0,-6.78394,-12.5339,-1.03394,-6.78394,-33333.3,-33333.3,1.24404,95.2506,0.5,0,13.266,9.48659,3.20175,16.7184,-7.70532,2,0,0,1,-19.0789
3636,2022-12-16,00:00:00.00,5.99915,3.55271e-15,9.04274,-4.03394,-8.53394,0.466056,-4.03394,-33333.3,-33333.3,1.23166,95.3109,0.5,0,13.2399,9.40955,3.17586,17.8311,-7.61696,2,0.0269798,0.0269798,1,-11.3198
3637,2022-12-17,00:00:00.00,6.01637,-2.22045e-15,3.01425,0.466056,-1.53394,2.46606,0.466056,-33333.3,-33333.3,1.21168,95.407,0.5,0,13.2183,9.28279,3.13336,19.774,-7.41927,2,0.322147,0.322147,1,1.30535
3638,2022-12-18,00:00:00.00,6.03358,0,1.00475,-2.28394,-3.53394,-1.03394,-2.28394,-33333.3,-33333.3,1.22385,95.3486,0.5,0,13.2013,9.33802,3.15177,18.5705,-7.54597,2,0.167919,0.167919,1,-6.38671
3639,2022-12-19,00:00:00.00,6.05079,0,4.01899,-3.28394,-5.53394,-1.03394,-3.28394,-33333.3,-33333.3,1.2283,95.3271,0.5,0,13.1888,9.3505,3.15588,18.1449,-7.58798,2,0.0873824,0.0873824,1,-9.17138
3640,2022-12-20,00:00:00.00,6.06801,-2.22045e-15,3.01425,-3.03394,-4.03394,-2.03394,-3.03394,-33333.3,-33333.3,1.22719,95.3325,0.5,0,13.1808,9.33815,3.15172,18.2505,-7.57784,2,0.107517,0.107517,1,-8.46508
3641,2022-12-21,00:00:00.00,6.08522,0,0,-4.03394,-5.03394,-3.03394,-4.03394,-33333.3,-33333.3,1.23166,95.3109,0.5,0,13.1774,9.3572,3.15807,17.8311,-7.61696,2,0.0269798,0.0269798,1,-11.248
3642,2022-12-22,00:00:00.00,6.10244,0,0,-5.03394,-8.03394,-2.03394,-5.03394,-33333.3,-33333.3,1.23614,95.2891,0.5,0,13.1785,9.3789,3.16533,17.4196,-7.6523,2,0,0,1,-14.0319
3643,2022-12-23,00:00:00.00,6.11965,-4.44089e-15,6.02849,-3.53394,-9.03394,1.96606,-3.53394,-33333.3,-33333.3,1.22942,95.3217,0.5,0,13.1842,9.35152,3.15619,18.0398,-7.59788,2,0.0672482,0.0672482,1,-9.85071
3644,2022-12-24,00:00:00.00,6.13686,0,0,-3.53394,-3.03394,-4.03394,-3.53394,-33333.3,-33333.3,1.22942,95.3217,0.5,0,13.1945,9.35972,3.15897,18.0398,-7.59788,2,0.0672482,0.0672482,1,-9.85386
3645,2022-12-25,00:00:00.00,6.15408,-4.44089e-15,6.02849,-8.53394,-17.0339,-0.0339442,-8.53394,-33333.3,-33333.3,1.25199,95.2116,0.5,0,13.2093,9.4691,3.19563,16.0408,-7.74745,2,0,0,1,-23.8108
3646,2022-12-26,00:00:00.00,6.17129,0,2.0095,-12.2839,-17.0339,-7.53394,-12.2839,-33333.3,-33333.3,1.26928,95.1263,0.5,0,13.2286,9.54304,3.22044,14.6651,-7.80312,2,0,0,1,-34.3066
3647,2022-12-27,00:00:00.00,6.18851,0,1.00475,-9.78394,-11.5339,-8.03394,-9.78394,-33333.3,-33333.3,1.25772,95.1834,0.5,0,13.2525,9.52512,3.21454,15.5708,-7.77113,2,0,0,1,-27.3594
3648,2022-12-28,00:00:00.00,6.20572,0,2.0095,-6.53394,-11.5339,-1.53394,-6.53394,-33333.3,-33333.3,1.24291,95.2561,0.5,0,13.281,9.49159,3.20343,16.8171,-7.69842,2,0,0,1,-18.3003
3649,2022-12-29,00:00:00.00,6.22294,0,0,-3.03394,-9.03394,2.96606,-3.03394,-33333.3,-33333.3,1.22719,95.3325,0.5,0,13.314,9.44553,3.18815,18.2505,-7.57784,2,0.107517,0.107517,1,-8.51366
3650,2022-12-30,00:00:00.00,6.24015,1.90902,0,2.71606,-3.03394,8.46606,2.71606,-33333.3,-33333.3,1.20186,95.4539,0.5,0,13.3515,9.32402,3.14765,20.766,-7.33277,2,0.322147,0.322147,1,7.63854
3651,2022-12-31,00:00:00.00,6.25736,19.2912,0,5.46606,1.96606,8.96606,5.46606,-33333.3,-33333.3,1.18996,95.5102,0.5,0,13.3936,9.26855,3.12926,22.0318,-7.20425,2,0.322147,0.322147,1,15.4114
3652,2023-01-01,00:00:00.00,6.27458,6.43039,0,6.46606,4.96606,7.96606,6.46606,-33333.3,-33333.3,1.18565,95.5304,0.5,0,13.4402,9.27038,3.13005,22.5069,-7.15106,2,0.322147,0.322147,1,18.2824
3653,2023-01-02,00:00:00.00,0.0086071,3.21519,0,1.21606,-0.0339442,2.46606,1.21606,-33333.3,-33333.3,1.2084,95.4227,0.5,0,13.4913,9.48121,7.99153,20.1004,-7.39225,2,0.168836,0.168836,1,3.44912
3654,2023-01-03,00:00:00.00,0.0258213,0,0,1.21606,-0.533944,2.96606,1.21606,-33333.3,-33333.3,1.2084,95.4227,0.5,0,13.5469,9.52634,8.0332,20.1004,-7.39225,2,0.168836,0.168836,1,3.46097
3655,2023-01-04,00:00:00.00,0.0430355,4.5212,1.90919,0.466056,-2.03394,2.96606,0.466056,-33333.3,-33333.3,1.21168,95.407,0.5,0,13.607,9.59621,8.09111,19.774,-7.41927,2,0.168836,0.168836,1,1.33138
3656,2023-01-05,00:00:00.00,0.0602497,6.97012,5.08686,0.216056,-2.03394,2.46606,0.216056,-33333.3,-33333.3,1.21278,95.4017,0.5,0,13.6716,9.65562,3.25988,19.6661,-7.42788,2,0.168836,0.168836,1,0.619695
3657,2023-01-06,00:00:00.00,0.0774639,0.665625,0.138174,0.716056,0.466056,0.966056,0.716056,-33333.3,-33333.3,1.21059,95.4122,0.5,0,13.7407,9.69798,3.27433,19.8823,-7.41046,2,0.168836,0.168836,1,2.0626
3658,2023-01-07,00:00:00.00,0.0946781,0.574575,0.0282744,0.966056,-0.0339442,1.96606,0.966056,-33333.3,-33333.3,1.20949,95.4175,0.5,0,13.8142,9.75072,3.29228,19.9911,-7.40146,2,0.168836,0.168836,1,2.79549
3659,2023-01-08,00:00:00.00,0.111892,0,0,-0.783944,-1.53394,-0.0339442,-0.783944,-33333.3,-33333.3,1.21719,95.3806,0.5,0,13.8922,9.86226,8.2005,19.2242,-7.47556,2,0.168836,0.168836,1,-2.2795
3660,2023-01-09,00:00:00.00,0.129107,0,0,-5.53394,-8.03394,-3.03394,-5.53394,-33333.3,-33333.3,1.23839,95.2781,0.5,0,13.9745,10.0411,8.34822,17.2168,-7.66859,2,0.134478,0.134478,1,-16.1739
3661,2023-01-10,00:00:00.00,0.146321,0,0,-3.78394,-6.53394,-1.03394,-3.78394,-33333.3,-33333.3,1.23054,95.3163,0.5,0,14.0613,10.0743,8.37493,17.9352,-7.60754,2,0.168836,0.168836,1,-11.1189
3662,2023-01-11,00:00:00.00,0.163535,0,0,-2.53394,-4.03394,-1.03394,-2.53394,-33333.3,-33333.3,1.22496,95.3432,0.5,0,14.1525,10.1197,8.41146,18.4633,-7.55683,2,0.168836,0.168836,1,-7.48798
3663,2023-01-12,00:00:00.00,0.180749,4.44089e-16,0.803799,-3.03394,-6.03394,-0.0339442,-3.03394,-33333.3,-33333.3,1.22719,95.3325,0.5,0,14.2481,10.2101,8.48554,18.2505,-7.57784,2,0.168836,0.168836,1,-9.0185
3664,2023-01-13,00:00:00.00,0.197963,-2.22045e-15,3.01425,-2.03394,-6.03394,1.96606,-2.03394,-33333.3,-33333.3,1.22274,95.354,0.5,0,14.348,10.2676,3.46743,18.6781,-7.53485,2,0.168836,0.168836,1,-6.08317
3665,2023-01-14,00:00:00.00,0.215178,0,0,-4.53394,-5.03394,-4.03394,-4.53394,-33333.3,-33333.3,1.2339,95.3,0.5,0,14.4522,10.4126,3.51644,17.6243,-7.6351,2,0.168836,0.168836,1,-13.647
3666,2023-01-15,00:00:00.00,0.232392,0,0,-8.03394,-13.0339,-3.03394,-8.03394,-33333.3,-33333.3,1.24971,95.2228,0.5,0,14.5607,10.5739,3.5709,16.232,-7.7365,2,0.0289554,0.0289554,1,-24.3421
3667,2023-01-16,00:00:00.00,0.249606,0,0,-6.28394,-13.0339,0.466056,-6.28394,-33333.3,-33333.3,1.24178,95.2616,0.5,0,14.6735,10.6327,3.59104,16.9163,-7.6913,2,0.102821,0.102821,1,-19.1703
3668,2023-01-17,00:00:00.00,0.26682,8.88178e-16,1.6076,-4.53394,-12.0339,2.96606,-4.53394,-33333.3,-33333.3,1.2339,95.3,0.5,0,14.7906,10.6914,3.61116,17.6243,-7.6351,2,0.168836,0.168836,1,-13.9295
3669,2023-01-18,00:00:00.00,0.284034,0,4.01899,-1.28394,-6.03394,3.46606,-1.28394,-33333.3,-33333.3,1.21941,95.37,0.5,0,14.9118,10.7107,3.61808,19.0042,-7.50003,2,0.168836,0.168836,1,-3.97334
3670,2023-01-19,00:00:00.00,0.301249,0,0,0.966056,-0.0339442,1.96606,0.966056,-33333.3,-33333.3,1.20949,95.4175,0.5,0,15.0373,10.7492,3.63146,19.9911,-7.40146,2,0.168836,0.168836,1,3.01203
3671,2023-01-20,00:00:00.00,0.318463,0,2.0095,-1.78394,-1.03394,-2.53394,-1.78394,-33333.3,-33333.3,1.22163,95.3593,0.5,0,15.1668,10.9337,3.69379,18.7863,-7.52349,2,0.168836,0.168836,1,-5.60481
3672,2023-01-21,00:00:00.00,0.335677,0,0,-2.53394,-5.53394,0.466056,-2.53394,-33333.3,-33333.3,1.22496,95.3432,0.5,0,15.3005,11.0633,3.73777,18.4633,-7.55683,2,0.168836,0.168836,1,-8.02394
3673,2023-01-22,00:00:00.00,0.352891,0,0,-3.03394,-4.03394,-2.03394,-3.03394,-33333.3,-33333.3,1.22719,95.3325,0.5,0,15.4383,11.1896,3.78064,18.2505,-7.57784,2,0.168836,0.168836,1,-9.68473
3674,2023-01-23,00:00:00.00,0.370105,-2.22045e-15,3.01425,-2.28394,-3.53394,-1.03394,-2.28394,-33333.3,-33333.3,1.22385,95.3486,0.5,0,15.5801,11.2872,3.81389,18.5705,-7.54597,2,0.168836,0.168836,1,-7.35073
3675,2023-01-24,00:00:00.00,0.38732,-4.44089e-16,1.40665,-2.53394,-5.03394,-0.0339442,-2.53394,-33333.3,-33333.3,1.22496,95.3432,0.5,0,15.726,11.414,3.85697,18.4633,-7.55683,2,0.168836,0.168836,1,-8.22395
3676,2023-01-25,00:00:00.00,0.404534,0,0,-2.28394,-4.53394,-0.0339442,-2.28394,-33333.3,-33333.3,1.22385,95.3486,0.5,0,15.8757,11.531,3.89676,18.5705,-7.54597,2,0.168836,0.168836,1,-7.47614
3677,2023-01-26,00:00:00.00,0.421748,3.55271e-15,17.0807,-2.28394,-5.03394,0.466056,-2.28394,-33333.3,-33333.3,1.22385,95.3486,0.5,0,16.0294,11.6578,3.93988,18.5705,-7.54597,2,0.168836,0.168836,1,-7.54141
3678,2023-01-27,00:00:00.00,0.438962,0,2.0095,-4.03394,-5.53394,-2.53394,-4.03394,-33333.3,-33333.3,1.23166,95.3109,0.5,0,16.187,11.8333,3.99934,17.8311,-7.61696,2,0.168836,0.168836,1,-13.4381
3679,2023-01-28,00:00:00.00,0.456176,-2.22045e-15,3.01425,-2.78394,-5.53394,-0.0339442,-2.78394,-33333.3,-33333.3,1.22607,95.3379,0.5,0,16.3484,11.9347,4.03397,18.3567,-7.56746,2,0.168836,0.168836,1,-9.35764
3680,2023-01-29,00:00:00.00,0.473391,0,8.03799,-3.53394,-5.03394,-2.03394,-3.53394,-33333.3,-33333.3,1.22942,95.3217,0.5,0,16.5136,12.091,4.08703,18.0398,-7.59788,2,0.168836,0.168836,1,-11.9873
3681,2023-01-30,00:00:00.00,0.490605,0,7.03324,-3.03394,-5.03394,-1.03394,-3.03394,-33333.3,-33333.3,1.22719,95.3325,0.5,0,16.6825,12.2178,4.13019,18.2505,-7.57784,2,0.168836,0.168836,1,-10.3868
3682,2023-01-31,00:00:00.00,0.507819,0,1.00475,-8.53394,-12.0339,-5.03394,-8.53394,-33333.3,-33333.3,1.25199,95.2116,0.5,0,16.855,12.489,4.22186,16.0408,-7.74745,2,0.00785088,0.00785088,1,-29.4909
3683,2023-02-01,00:00:00.00,0.525033,0,0,-10.2839,-13.0339,-7.53394,-10.2839,-33333.3,-33333.3,1.26002,95.172,0.5,0,17.0312,12.6697,4.2832,15.386,-7.77915,2,0,0,1,-35.8765
3684,2023-02-02,00:00:00.00,0.542247,0,0,-12.0339,-17.5339,-6.53394,-12.0339,-33333.3,-33333.3,1.26811,95.132,0.5,0,17.211,12.851,4.34471,14.7536,-7.80082,2,0,0,1,-42.3853
3685,2023-02-03,00:00:00.00,0.559462,0,2.0095,-6.78394,-12.0339,-1.53394,-6.78394,-33333.3,-33333.3,1.24404,95.2506,0.5,0,17.3942,12.901,4.36216,16.7184,-7.70532,2,0.133144,0.133144,1,-24.1262
3686,2023-02-04,00:00:00.00,0.576676,0,0,-19.0339,-21.5339,-16.5339,-19.0339,-33333.3,-33333.3,1.30131,94.9665,0.5,0,17.5809,13.2608,4.48371,12.436,-7.79545,2,0,0,1,-68.3559
3687,2023-02-05,00:00:00.00,0.59389,0,0,-14.0339,-26.0339,-2.03394,-14.0339,-33333.3,-33333.3,1.27746,95.0856,0.5,0,17.771,13.3526,4.51525,14.0575,-7.81384,2,0,0,1,-50.8984
3688,2023-02-06,00:00:00.00,0.611104,0,0,-8.03394,-19.5339,3.46606,-8.03394,-33333.3,-33333.3,1.24971,95.2228,0.5,0,17.9644,13.4041,4.53323,16.232,-7.7365,2,0.0518793,0.0518793,1,-29.4283
3689,2023-02-07,00:00:00.00,0.628319,0,0,-0.283944,-5.53394,4.96606,-0.283944,-33333.3,-33333.3,1.21498,95.3912,0.5,0,18.161,13.3609,4.51939,19.4462,-7.45008,2,0.260046,0.260046,1,-1.05052
3690,2023-02-08,00:00:00.00,0.645533,0,2.21045,-1.03394,-5.53394,3.46606,-1.03394,-33333.3,-33333.3,1.2183,95.3753,0.5,0,18.3609,13.5505,4.58378,19.1139,-7.48792,2,0.260046,0.260046,1,-3.86408
3691,2023-02-09,00:00:00.00,0.662747,1.27786,0.93259,0.216056,-3.03394,3.46606,0.216056,-33333.3,-33333.3,1.21278,95.4017,0.5,0,18.5639,13.6778,4.6273,19.6661,-7.42788,2,0.260046,0.260046,1,0.815697
3692,2023-02-10,00:00:00.00,0.679961,37.6346,3.86147,0.966056,-3.03394,4.96606,0.966056,-33333.3,-33333.3,1.20949,95.4175,0.5,0,18.7699,13.8224,4.67661,19.9911,-7.40146,2,0.260046,0.260046,1,3.68449
3693,2023-02-11,00:00:00.00,0.697175,0,0,-0.0339442,-0.533944,0.466056,-0.0339442,-33333.3,-33333.3,1.21388,95.3965,0.5,0,18.9789,14.0301,4.74715,19.5581,-7.43696,2,0.260046,0.260046,1,-0.130768
3694,2023-02-12,00:00:00.00,0.71439,0,0,-3.03394,-6.03394,-0.0339442,-3.03394,-33333.3,-33333.3,1.22719,95.3325,0.5,0,19.1907,14.3007,4.83889,18.2505,-7.57784,2,0.260046,0.260046,1,-11.811
3695,2023-02-13,00:00:00.00,0.731604,0,0,-0.0339442,-6.53394,6.46606,-0.0339442,-33333.3,-33333.3,1.21388,95.3965,0.5,0,19.4055,14.3839,4.86758,19.5581,-7.43696,2,0.260046,0.260046,1,-0.133489
3696,2023-02-14,00:00:00.00,0.748818,0,0,-1.03394,-7.03394,4.96606,-1.03394,-33333.3,-33333.3,1.2183,95.3753,0.5,0,19.6229,14.5981,4.94039,19.1139,-7.48792,2,0.260046,0.260046,1,-4.10912
3697,2023-02-15,00:00:00.00,0.766032,0.502374,0,1.21606,-5.53394,7.96606,1.21606,-33333.3,-33333.3,1.2084,95.4227,0.5,0,19.8431,14.702,4.97607,20.1004,-7.39225,2,0.260046,0.260046,1,4.88334
3698,2023-02-16,00:00:00.00,0.783246,2.0095,0,2.71606,-5.53394,10.9661,2.71606,-33333.3,-33333.3,1.20186,95.4539,0.5,0,20.0658,14.8283,5.01928,20.766,-7.33277,2,0.260046,0.260046,1,11.0209
3699,2023-02-17,00:00:00.00,0.800461,0,1.00475,-1.03394,-2.03394,-0.0339442,-1.03394,-33333.3,-33333.3,1.2183,95.3753,0.5,0,20.291,15.1538,5.12958,19.1139,-7.48792,2,0.260046,0.260046,1,-4.23933
3700,2023-02-18,00:00:00.00,0.817675,0,1.00475,-7.03394,-8.03394,-6.03394,-7.03394,-33333.3,-33333.3,1.24517,95.245,0.5,0,20.5187,15.5184,5.25308,16.6202,-7.71199,2,0.116891,0.116891,1,-29.1429
3701,2023-02-19,00:00:00.00,0.834889,0,0,-5.53394,-11.0339,-0.0339442,-5.53394,-33333.3,-33333.3,1.23839,95.2781,0.5,0,20.7487,15.6722,5.3056,17.2168,-7.66859,2,0.214408,0.214408,1,-23.1688
3702,2023-02-20,00:00:00.00,0.852103,0,0,-0.783944,-7.53394,5.96606,-0.783944,-33333.3,-33333.3,1.21719,95.3806,0.5,0,20.9809,15.7196,5.3223,19.2242,-7.47556,2,0.260046,0.260046,1,-3.31655
3703,2023-02-21,00:00:00.00,0.869317,0,0,0.216056,-1.53394,1.96606,0.216056,-33333.3,-33333.3,1.21278,95.4017,0.5,0,21.2154,15.8788,5.37666,19.6661,-7.42788,2,0.260046,0.260046,1,0.923678
3704,2023-02-22,00:00:00.00,0.886532,-1.11022e-16,0.602849,-1.03394,-5.03394,2.96606,-1.03394,-33333.3,-33333.3,1.2183,95.3753,0.5,0,21.4519,16.1207,5.45892,19.1139,-7.48792,2,0.260046,0.260046,1,-4.46654
3705,2023-02-23,00:00:00.00,0.903746,0,11.0522,-4.28394,-5.03394,-3.53394,-4.28394,-33333.3,-33333.3,1.23278,95.3054,0.5,0,21.6903,16.4251,5.56222,17.7275,-7.62615,2,0.260046,0.260046,1,-18.7004
3706,2023-02-24,00:00:00.00,0.92096,0,0,-5.28394,-10.5339,-0.0339442,-5.28394,-33333.3,-33333.3,1.23727,95.2836,0.5,0,21.9307,16.6556,5.64066,17.318,-7.66056,2,0.230661,0.230661,1,-23.3073
3707,2023-02-25,00:00:00.00,0.938174,0,2.0095,-11.0339,-14.0339,-8.03394,-11.0339,-33333.3,-33333.3,1.26348,95.155,0.5,0,22.1729,17.001,5.75783,15.1123,-7.78964,2,0,0,1,-49.1796
3708,2023-02-26,00:00:00.00,0.955388,0,1.00475,-7.78394,-14.0339,-1.53394,-7.78394,-33333.3,-33333.3,1.24858,95.2283,0.5,0,22.4168,17.1311,5.80242,16.3283,-7.7307,2,0.0681322,0.0681322,1,-35.0562
3709,2023-02-27,00:00:00.00,0.972603,0,0,-4.03394,-11.0339,2.96606,-4.03394,-33333.3,-33333.3,1.23166,95.3109,0.5,0,22.6623,17.2317,5.83711,17.8311,-7.61696,2,0.260046,0.260046,1,-18.3568
3710,2023-02-28,00:00:00.00,0.989817,0,7.03324,-4.03394,-7.03394,-1.03394,-4.03394,-33333.3,-33333.3,1.23166,95.3109,0.5,0,22.9094,17.4388,5.90769,17.8311,-7.61696,2,0.260046,0.260046,1,-18.5475
3711,2023-03-01,00:00:00.00,1.00703,0,0,-5.28394,-10.5339,-0.0339442,-5.28394,-33333.3,-33333.3,1.23727,95.2836,0.5,0,23.1579,17.6853,5.99158,17.318,-7.66056,2,0.230661,0.230661,1,-24.5466
3712,2023-03-02,00:00:00.00,1.02425,0,0,-2.28394,-7.03394,2.46606,-2.28394,-33333.3,-33333.3,1.22385,95.3486,0.5,0,23.4077,17.7984,6.03047,18.5705,-7.54597,2,0.342336,0.342336,1,-10.7197
3713,2023-03-03,00:00:00.00,1.04146,0,0,-0.283944,-4.03394,3.46606,-0.283944,-33333.3,-33333.3,1.21498,95.3912,0.5,0,23.6588,17.9346,6.07719,19.4462,-7.45008,2,0.791595,0.791595,1,-1.34638
3714,2023-03-04,00:00:00.00,1.05867,0,22.1045,-4.78394,-9.53394,-0.0339442,-4.78394,-33333.3,-33333.3,1.23502,95.2945,0.5,0,23.911,18.3026,6.20207,17.5217,-7.64382,2,0,0,1,-22.9171
3715,2023-03-05,00:00:00.00,1.07589,-2.22045e-15,3.01425,-0.283944,-4.53394,3.96606,-0.283944,-33333.3,-33333.3,1.21498,95.3912,0.5,0,24.1643,18.3569,6.22115,19.4462,-7.45008,2,0.791595,0.791595,1,-1.37407
3716,2023-03-06,00:00:00.00,1.0931,0,0,0.466056,-2.03394,2.96606,0.466056,-33333.3,-33333.3,1.21168,95.407,0.5,0,24.4185,18.5389,6.28332,19.774,-7.41927,2,0.898518,0.898518,1,2.27837
3717,2023-03-07,00:00:00.00,1.11032,0,0,-2.28394,-7.03394,2.46606,-2.28394,-33333.3,-33333.3,1.22385,95.3486,0.5,0,24.6735,18.8585,6.39195,18.5705,-7.54597,2,0.342336,0.342336,1,-11.2781
3718,2023-03-08,00:00:00.00,1.12753,0,0,-2.53394,-6.03394,0.966056,-2.53394,-33333.3,-33333.3,1.22496,95.3432,0.5,0,24.9294,19.082,6.46812,18.4633,-7.55683,2,0.286178,0.286178,1,-12.6386
3719,2023-03-09,00:00:00.00,1.14474,0,0,-2.78394,-6.53394,0.966056,-2.78394,-33333.3,-33333.3,1.22607,95.3379,0.5,0,25.1859,19.306,6.5445,18.3567,-7.56746,2,0.230021,0.230021,1,-14.0246
3720,2023-03-10,00:00:00.00,1.16196,0,0,-1.53394,-8.03394,4.96606,-1.53394,-33333.3,-33333.3,1.22052,95.3646,0.5,0,25.4429,19.4752,6.60239,18.895,-7.51189,2,0.510808,0.510808,1,-7.80449
3721,2023-03-11,00:00:00.00,1.17917,0,8.03799,-3.78394,-6.53394,-1.03394,-3.78394,-33333.3,-33333.3,1.23054,95.3163,0.5,0,25.7004,19.7729,6.70366,17.9352,-7.60754,2,0.00539111,0.00539111,1,-19.4429
3722,2023-03-12,00:00:00.00,1.19639,0,0,-4.78394,-9.53394,-0.0339442,-4.78394,-33333.3,-33333.3,1.23502,95.2945,0.5,0,25.9583,20.0232,6.78894,17.5217,-7.64382,2,0,0,1,-24.8232
3723,2023-03-13,00:00:00.00,1.2136,-2.22045e-15,3.01425,-6.03394,-11.0339,-1.03394,-6.03394,-33333.3,-33333.3,1.24065,95.2671,0.5,0,26.2164,20.2803,6.87652,17.016,-7.68395,2,0,0,1,-31.6156
3724,2023-03-14,00:00:00.00,1.23082,0,2.0095,-3.03394,-7.53394,1.46606,-3.03394,-33333.3,-33333.3,1.22719,95.3325,0.5,0,26.4747,20.3967,6.91659,18.2505,-7.57784,2,0.173863,0.173863,1,-16.0512
3725,2023-03-15,00:00:00.00,1.24803,0,0,-5.53394,-8.03394,-3.03394,-5.53394,-33333.3,-33333.3,1.23839,95.2781,0.5,0,26.7331,20.6996,7.01967,17.2168,-7.66859,2,0,0,1,-29.5602
3726,2023-03-16,00:00:00.00,1.26524,0,0,-4.28394,-11.5339,2.96606,-4.28394,-33333.3,-33333.3,1.23278,95.3054,0.5,0,26.9915,20.8753,7.07978,17.7275,-7.62615,2,0,0,1,-23.1026
3727,2023-03-17,00:00:00.00,1.28246,0,8.03799,-1.03394,-11.0339,8.96606,-1.03394,-33333.3,-33333.3,1.2183,95.3753,0.5,0,27.2497,20.9692,7.11223,19.1139,-7.48792,2,0.623123,0.623123,1,-5.62893
3728,2023-03-18,00:00:00.00,1.29967,6.43039,1.00475,1.21606,-3.53394,5.96606,1.21606,-33333.3,-33333.3,1.2084,95.4227,0.5,0,27.5077,21.0865,7.15256,20.1004,-7.39225,2,0.898518,0.898518,1,6.683
3729,2023-03-19,00:00:00.00,1.31689,0,4.01899,-3.28394,-5.03394,-1.53394,-3.28394,-33333.3,-33333.3,1.2283,95.3271,0.5,0,27.7655,21.4902,7.28977,18.1449,-7.58798,2,0.117706,0.117706,1,-18.2164
3730,2023-03-20,00:00:00.00,1.3341,0,0,-6.28394,-11.0339,-1.53394,-6.28394,-33333.3,-33333.3,1.24178,95.2616,0.5,0,28.0228,21.8102,7.39868,16.9163,-7.6913,2,0,0,1,-35.182
3731,2023-03-21,00:00:00.00,1.35132,0,0,-1.78394,-9.03394,5.46606,-1.78394,-33333.3,-33333.3,1.22163,95.3593,0.5,0,28.2797,21.8636,7.41743,18.7863,-7.52349,2,0.45465,0.45465,1,-10.0799
3732,2023-03-22,00:00:00.00,1.36853,0,0,0.966056,-5.03394,6.96606,0.966056,-33333.3,-33333.3,1.20949,95.4175,0.5,0,28.5359,21.9575,7.44989,19.9911,-7.40146,2,0.898518,0.898518,1,5.50855
3733,2023-03-23,00:00:00.00,1.38574,2.0095,0,2.46606,-1.03394,5.96606,2.46606,-33333.3,-33333.3,1.20295,95.4487,0.5,0,28.7915,22.0971,7.4978,20.6539,-7.34319,2,0.898518,0.898518,1,14.1892
3734,2023-03-24,00:00:00.00,1.40296,2.61235,0,2.46606,-0.533944,5.46606,2.46606,-33333.3,-33333.3,1.20295,95.4487,0.5,0,29.0464,22.3097,7.57039,20.6539,-7.34319,2,0.898518,0.898518,1,14.3168
3735,2023-03-25,00:00:00.00,1.42017,0.56515,0.238649,0.466056,-3.03394,3.96606,0.466056,-33333.3,-33333.3,1.21168,95.407,0.5,0,29.3003,22.6203,7.67616,19.774,-7.41927,2,0.898518,0.898518,1,2.72984
3736,2023-03-26,00:00:00.00,1.43739,14.8703,1.00475,2.21606,-3.03394,7.46606,2.21606,-33333.3,-33333.3,1.20404,95.4435,0.5,0,29.5534,22.7457,7.71924,20.5422,-7.35341,2,0.898518,0.898518,1,13.0946
3737,2023-03-27,00:00:00.00,1.4546,-2.22045e-15,3.01425,2.96606,-1.03394,6.96606,2.96606,-33333.3,-33333.3,1.20078,95.4591,0.5,0,29.8054,22.9163,7.77765,20.8786,-7.32214,2,0.898518,0.898518,1,17.6796
3738,2023-03-28,00:00:00.00,1.47181,0,2.0095,0.466056,-2.03394,2.96606,0.466056,-33333.3,-33333.3,1.21168,95.407,0.5,0,30.0563,23.2528,7.89219,19.774,-7.41927,2,0.898518,0.898518,1,2.80208
3739,2023-03-29,00:00:00.00,1.48903,0,0,1.96606,-3.53394,7.46606,1.96606,-33333.3,-33333.3,1.20513,95.4383,0.5,0,30.306,23.3868,7.93821,20.431,-7.36343,2,0.898518,0.898518,1,11.9218
3740,2023-03-30,00:00:00.00,1.50624,0,7.03324,-0.0339442,-3.53394,3.46606,-0.0339442,-33333.3,-33333.3,1.21388,95.3965,0.5,0,30.5545,23.6933,8.04263,19.5581,-7.43696,2,0.847752,0.847752,1,-0.20754
3741,2023-03-31,00:00:00.00,1.52346,1.77636e-15,4.21994,-4.28394,-10.5339,1.96606,-4.28394,-33333.3,-33333.3,1.23278,95.3054,0.5,0,30.8016,24.0806,8.1744,17.7275,-7.62615,2,0,0,1,-26.4176
3742,2023-04-01,00:00:00.00,1.54067,6.42799,27.2311,-0.533944,-10.0339,8.96606,-0.533944,-33333.3,-33333.3,1.21609,95.3859,0.5,0,31.0473,24.1292,8.19151,19.3349,-7.46295,2,0.735437,0.735437,1,-3.31999
