time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
3294,2022-01-08,00:00:00.00,0,0,-3.42967e-14,105.484,0.723257,0,5322.49,0,98.6902,201.668,4.09423,0,29.7968,0,0,5762.95,9276.94,3622.62,-0.478827
3295,2022-01-09,00:00:00.00,0,0,-3.42791e-14,105.423,0.697245,0,5322.49,0,98.6902,201.668,3.65799,0,29.7968,0,0,5762.42,9276.94,3623.14,-0.478827
3296,2022-01-10,00:00:00.00,0,2.0095,-3.42838e-14,105.365,0.674004,0,5322.56,0,98.6902,201.712,3.26823,0,31.6948,0,0,5763.96,9278.95,3623.61,-0.478827
3297,2022-01-11,00:00:00.00,0,1.00475,-3.41261e-14,105.31,0.653239,0,5322.59,0,98.6902,201.733,2.92,0,32.6438,0,0,5764.54,9279.96,3624.04,-0.478827
3298,2022-01-12,00:00:00.00,0,0,-3.40744e-14,105.26,0.634687,0,5322.59,0,98.6902,201.733,2.60887,0,32.6438,0,0,5764.16,9279.96,3624.42,-0.478827
3299,2022-01-13,00:00:00.00,0,0,-3.40548e-14,105.214,0.618112,0,5322.59,0,98.6902,201.733,2.33089,0,32.6438,0,0,5763.82,9279.96,3624.76,-0.478827
3300,2022-01-14,00:00:00.00,0,0,-3.41139e-14,105.162,0.594507,0,5322.79,0,98.6582,201.733,1.93503,0,32.6438,0,0,5763.52,9279.96,3625.06,-0.478827
3301,2022-01-15,00:00:00.00,0,0,-3.41156e-14,105.111,0.581804,0,5322.8,0,98.6568,201.733,1.72199,0,32.6438,0,0,5763.25,9279.96,3625.33,-0.478827
3302,2022-01-16,00:00:00.00,0,0,-3.41394e-14,105.066,0.570863,0,5322.8,0,98.6568,201.733,1.53851,0,32.6438,0,0,5763.01,9279.96,3625.57,-0.478827
3303,2022-01-17,00:00:00.00,0,12.057,-3.40816e-14,105.025,0.561088,0,5323.2,0,98.6568,201.996,1.37458,0,44.0322,0,0,5774.85,9292.01,3625.79,-0.478827
3304,2022-01-18,00:00:00.00,0,4.01899,-3.40814e-14,104.989,0.552355,0,5323.34,0,98.6568,202.083,1.22812,0,47.8283,0,0,5778.68,9296.03,3625.98,-0.478827
3305,2022-01-19,00:00:00.00,0,4.01899,-3.41031e-14,104.947,0.536447,0,5323.63,0,98.6511,202.17,0.961336,0,51.6244,0,0,5782.52,9300.05,3626.15,-0.478827
3306,2022-01-20,00:00:00.00,0,0,-3.40868e-14,104.901,0.523883,0,5323.78,0,98.6277,202.17,0.750635,0,51.6244,0,0,5782.38,9300.05,3626.3,-0.478827
3307,2022-01-21,00:00:00.00,0,0,-3.40703e-14,104.864,0.519114,0,5323.78,0,98.6277,202.17,0.670654,0,51.6244,0,0,5782.25,9300.05,3626.42,-0.478827
3308,2022-01-22,00:00:00.00,0,0,-3.40529e-14,104.834,0.514853,0,5323.78,0,98.6277,202.17,0.599196,0,51.6244,0,0,5782.15,9300.05,3626.53,-0.478827
3309,2022-01-23,00:00:00.00,0,2.0095,-3.40682e-14,104.808,0.511046,0,5323.85,0,98.6277,202.214,0.535351,0,53.5224,0,0,5784.06,9302.06,3626.62,-0.478827
3310,2022-01-24,00:00:00.00,0,0,-3.40782e-14,104.782,0.507645,0,5323.85,0,98.6277,202.214,0.478309,0,53.5224,0,0,5783.98,9302.06,3626.71,-0.478827
3311,2022-01-25,00:00:00.00,0,5.02374,-3.40694e-14,104.757,0.504606,0,5324.02,0,98.6277,202.323,0.427345,0,58.2675,0,0,5788.92,9307.09,3626.79,-0.478827
3312,2022-01-26,00:00:00.00,0,1.00475,-3.40726e-14,104.734,0.501891,0,5324.05,0,98.6277,202.345,0.381811,0,59.2166,0,0,5789.86,9308.09,3626.86,-0.478827
3313,2022-01-27,00:00:00.00,0,0,-3.40726e-14,104.713,0.499465,0,5324.05,0,98.6277,202.345,0.341129,0,59.2166,0,0,5789.79,9308.09,3626.92,-0.478827
3314,2022-01-28,00:00:00.00,0,2.61235,-3.40757e-14,104.693,0.497298,0,5324.14,0,98.6277,202.402,0.304782,0,61.684,0,0,5792.35,9310.7,3626.98,-0.478827
3315,2022-01-29,00:00:00.00,0,0,-3.40843e-14,104.675,0.495361,0,5324.14,0,98.6277,202.402,0.272307,0,61.684,0,0,5792.29,9310.7,3627.03,-0.478827
3316,2022-01-30,00:00:00.00,0,0,-3.40873e-14,104.658,0.493631,0,5324.14,0,98.6277,202.402,0.243293,0,61.684,0,0,5792.25,9310.7,3627.08,-0.478827
3317,2022-01-31,00:00:00.00,0,0,-3.40792e-14,104.643,0.492085,0,5324.14,0,98.6277,202.402,0.21737,0,61.684,0,0,5792.2,9310.7,3627.12,-0.478827
3318,2022-02-01,00:00:00.00,0,0,-3.40729e-14,104.626,0.488096,0,5324.2,0,98.6182,202.402,0.150473,0,61.684,0,0,5792.16,9310.7,3627.16,-0.478827
3319,2022-02-02,00:00:00.00,0,0.20095,-3.40741e-14,104.598,0.479124,0,5324.4,0,98.5749,202.406,0,0,61.8738,0,0,5792.33,9310.9,3627.2,-0.478827
3320,2022-02-03,00:00:00.00,0,16.6788,-3.40741e-14,104.567,0.479124,0,5324.97,0,98.5676,202.769,0,0,77.6277,0,0,5808.98,9327.58,3627.23,-0.478827
3321,2022-02-04,00:00:00.00,0,1.00475,-3.40741e-14,104.547,0.479124,0,5325,0,98.5636,202.791,0,0,78.5767,0,0,5809.96,9328.59,3627.25,-0.478827
3322,2022-02-05,00:00:00.00,0,0,-3.40741e-14,104.534,0.479124,0,5325,0,98.5636,202.791,0,0,78.5767,0,0,5809.95,9328.59,3627.26,-0.478827
3323,2022-02-06,00:00:00.00,0,0,-3.40741e-14,104.524,0.479124,0,5325,0,98.5636,202.791,0,0,78.5767,0,0,5809.94,9328.59,3627.27,-0.478827
3324,2022-02-07,00:00:00.00,0,0,-3.40741e-14,104.516,0.479124,0,5325,0,98.5636,202.791,0,0,78.5767,0,0,5809.93,9328.59,3627.28,-0.478827
3325,2022-02-08,00:00:00.00,0,2.0095,-3.40741e-14,104.506,0.479124,0,5325.08,0,98.5545,202.834,0,0,80.4748,0,0,5811.93,9330.6,3627.29,-0.478827
3326,2022-02-09,00:00:00.00,0,1.00475,-3.40741e-14,104.497,0.479124,0,5325.13,0,98.5438,202.856,0,0,81.4238,0,0,5812.93,9331.6,3627.3,-0.478827
3327,2022-02-10,00:00:00.00,0,3.01425,-3.40741e-14,104.489,0.479124,0,5325.24,0,98.5336,202.922,0,0,84.2709,0,0,5815.93,9334.62,3627.31,-0.478827
3328,2022-02-11,00:00:00.00,0,2.0095,-3.40741e-14,104.482,0.479124,0,5325.31,0,98.5232,202.965,0,0,86.1689,0,0,5817.93,9336.62,3627.31,-0.478827
3329,2022-02-12,00:00:00.00,0,10.0475,-3.40741e-14,104.476,0.479124,0,5325.66,0,98.5145,203.184,0,0,95.6592,0,0,5827.98,9346.67,3627.32,-0.478827
3330,2022-02-13,00:00:00.00,0,1.00475,-3.40741e-14,104.475,0.479124,0,5325.7,0,98.5126,203.206,0,0,96.6082,0,0,5828.98,9347.68,3627.32,-0.478815
3331,2022-02-14,00:00:00.00,0,1.00475,-3.40741e-14,104.475,0.479124,0,5325.73,0,98.5126,203.227,0,0,97.5572,0,0,5829.98,9348.68,3627.32,-0.478815
3332,2022-02-15,00:00:00.00,0,2.0095,-3.40741e-14,104.475,0.479124,0,5325.8,0,98.5126,203.271,0,0,99.4553,0,0,5831.99,9350.69,3627.32,-0.478815
3333,2022-02-16,00:00:00.00,0,0,-3.40741e-14,104.475,0.479124,0,5325.8,0,98.5126,203.271,0,0,99.4553,0,0,5831.99,9350.69,3627.32,-0.478815
3334,2022-02-17,00:00:00.00,0,41.7975,-3.40741e-14,104.469,0.479124,0,5326.48,0,98.5059,204.18,0,0,139.67,0,0,5873.78,9392.49,3627.33,-0.478791
3335,2022-02-18,00:00:00.00,0.659313,13.4072,-3.40741e-14,104.463,0.479124,0,5326.96,0,98.498,204.485,0,0.627793,152.334,0,0,5887.85,9406.56,3627.33,-0.47878
3336,2022-02-19,00:00:00.00,0,11.0522,-3.40741e-14,104.463,0.479124,0,5327.33,0,98.498,204.726,0,0,163.401,0,0,5898.9,9417.61,3627.33,-0.47878
3337,2022-02-20,00:00:00.00,0,2.0095,-3.40741e-14,104.463,0.479124,0,5327.4,0,98.498,204.769,0,0,165.299,0,0,5900.91,9419.62,3627.33,-0.47878
3338,2022-02-21,00:00:00.00,0,0,-3.40741e-14,104.458,0.479124,0,5327.45,0,98.4488,204.769,0,0,165.299,0,0,5900.9,9419.62,3627.34,-0.478777
3339,2022-02-22,00:00:00.00,0,0,-3.40741e-14,104.452,0.479124,0,5327.5,0,98.3995,204.769,0,0,165.299,0,0,5900.9,9419.62,3627.35,-0.478777
3340,2022-02-23,00:00:00.00,12.057,0,-3.39906e-14,105.082,1.2303,0,5327.81,0,98.6888,205.032,12.5975,5.45151,156.937,0,0,5912.83,9431.67,3627.47,-0.478777
3341,2022-02-24,00:00:00.00,0,0,-3.43496e-14,105.963,1.14332,0,5327.97,0,98.6636,205.032,11.1389,0,162.388,0,0,5912.3,9431.67,3628,-0.478777
3342,2022-02-25,00:00:00.00,0,2.0095,-3.42138e-14,106.269,1.07255,0,5328.04,0,98.6636,205.075,9.95206,0,164.287,0,0,5913.36,9433.68,3628.95,-0.478777
3343,2022-02-26,00:00:00.00,0,3.01425,-3.40931e-14,106.316,1.00932,0,5328.14,0,98.6636,205.141,8.89167,0,167.134,0,0,5915.29,9436.7,3630.03,-0.478777
3344,2022-02-27,00:00:00.00,0,0,-3.40354e-14,106.272,0.952829,0,5328.14,0,98.6636,205.141,7.94425,0,167.134,0,0,5914.25,9436.7,3631.08,-0.478777
3345,2022-02-28,00:00:00.00,0,0,-3.40354e-14,106.193,0.893726,0,5328.33,0,98.6322,205.141,6.95307,0,167.134,0,0,5913.28,9436.7,3632.04,-0.478777
3346,2022-03-01,00:00:00.00,0,0,-3.39268e-14,106.111,0.84955,0,5328.33,0,98.6322,205.141,6.21222,0,167.134,0,0,5912.41,9436.7,3632.91,-0.478777
3347,2022-03-02,00:00:00.00,0,0,-3.3931e-14,106.034,0.810081,0,5328.33,0,98.6322,205.141,5.5503,0,167.134,0,0,5911.63,9436.7,3633.69,-0.478777
3348,2022-03-03,00:00:00.00,0,3.01425,-3.38327e-14,105.944,0.759909,0,5328.72,0,98.621,205.206,4.70889,0,169.981,0,0,5913.94,9439.71,3634.39,-0.478777
3349,2022-03-04,00:00:00.00,0,0,-3.37465e-14,105.862,0.729991,0,5328.72,0,98.621,205.206,4.20715,0,169.981,0,0,5913.33,9439.71,3635,-0.478777
3350,2022-03-05,00:00:00.00,0,0,-3.37797e-14,105.795,0.703261,0,5328.72,0,98.621,205.206,3.75888,0,169.981,0,0,5912.79,9439.71,3635.55,-0.478777
3351,2022-03-06,00:00:00.00,0,3.81804,-3.38398e-14,105.703,0.652768,0,5329.37,0,98.6006,205.289,2.91209,0,173.587,0,0,5916.12,9443.53,3636.04,-0.478777
3352,2022-03-07,00:00:00.00,0,0,-3.37603e-14,105.996,1.17166,0,5330.42,0,98.6918,205.289,11.6142,5.45055,156.909,0,0,5915.54,9443.53,3636.61,-0.478777
3353,2022-03-08,00:00:00.00,1.18676,4.43983,-3.40441e-14,106.427,1.0792,0,5331.36,0,98.8326,205.412,10.0636,5.46988,161.66,0,0,5920.31,9449.16,3637.47,-0.478777
3354,2022-03-09,00:00:00.00,0,0,-3.41351e-14,106.505,1.01252,0,5331.43,0,98.8209,205.412,8.94538,0,167.13,0,0,5919.25,9449.16,3638.53,-0.478777
3355,2022-03-10,00:00:00.00,0,0,-3.44958e-14,106.444,0.940548,0,5331.78,0,98.7561,205.412,7.7383,0,167.13,0,0,5918.2,9449.16,3639.58,-0.478777
3356,2022-03-11,00:00:00.00,0,4.01899,-3.42175e-14,106.339,0.881212,0,5332.11,0,98.7474,205.499,6.74321,0,170.926,0,0,5921.25,9453.18,3640.55,-0.478777
3357,2022-03-12,00:00:00.00,0,6.02849,-3.42031e-14,106.234,0.833165,0,5332.42,0,98.7437,205.63,5.93743,0,176.62,0,0,5926.42,9459.2,3641.41,-0.478777
3358,2022-03-13,00:00:00.00,0,6.02849,-3.42335e-14,106.14,0.795442,0,5332.62,0,98.7437,205.761,5.3048,0,182.315,0,0,5931.68,9465.23,3642.18,-0.478777
3359,2022-03-14,00:00:00.00,0,1.00475,-3.41327e-14,106.055,0.761738,0,5332.65,0,98.7437,205.783,4.73957,0,183.264,0,0,5932,9466.24,3642.86,-0.478777
3360,2022-03-15,00:00:00.00,0,1.6076,-3.41351e-14,105.975,0.728904,0,5332.76,0,98.7415,205.818,4.18893,0,184.782,0,0,5933,9467.84,3643.47,-0.478777
3361,2022-03-16,00:00:00.00,0,5.02374,-3.41614e-14,105.902,0.70229,0,5332.93,0,98.7415,205.927,3.74259,0,189.527,0,0,5937.47,9472.87,3644.02,-0.478777
3362,2022-03-17,00:00:00.00,0,0,-3.41819e-14,106.112,1.08225,0,5333.85,0,98.6937,205.927,10.1148,5.96151,175.119,0,0,5936.86,9472.87,3644.64,-0.478777
3363,2022-03-18,00:00:00.00,2.31092,0,-3.37569e-14,107.818,3.12919,0,5334.77,0,98.8833,205.977,44.4429,4.7872,137.813,0,0,5937.62,9475.18,3646.18,-0.478777
3364,2022-03-19,00:00:00.00,0.20095,0,-3.3577e-14,111.14,5.9344,0,5335.82,0,98.979,205.998,77.1254,3.29137,94.7513,0,0,5933.04,9475.38,3650.97,-0.478776
3365,2022-03-20,00:00:00.00,7.03324,0,-3.49759e-14,113.561,6.68273,0,5336.91,0,99.1426,206.135,104.037,2.16069,62.2015,0,0,5930.83,9482.41,3660.2,-0.478776
3366,2022-03-21,00:00:00.00,0,0,-3.56474e-14,114.472,7.09492,0,5337.96,0,99.1206,206.135,110.95,1.44996,41.7412,0,0,5918.92,9482.41,3672.11,-0.478776
3367,2022-03-22,00:00:00.00,0,0,-3.41969e-14,115.242,7.59975,0,5339.4,0,98.786,206.135,119.416,0.650484,18.726,0,0,5905.96,9482.41,3685.08,-0.478776
3368,2022-03-23,00:00:00.00,2.49609,0.518153,-3.29579e-14,115.525,6.97732,0,5341.08,0,98.3743,206.2,108.978,0.621281,17.8853,0,0,5895.64,9485.43,3698.41,-0.478776
3369,2022-03-24,00:00:00.00,13.5983,0.669161,-3.3004e-14,115.582,6.9658,0,5342.99,0,98.1359,206.51,108.785,0.604482,17.4017,0,0,5896.98,9499.7,3711.34,-0.478776
3370,2022-03-25,00:00:00.00,2.61235,0,-2.90942e-14,115.684,6.41013,0,5344.75,0,97.7773,206.567,99.4657,0.55795,16.0622,0,0,5887.27,9502.31,3723.66,-0.478776
3371,2022-03-26,00:00:00.00,0.401899,0,-2.84686e-14,115.459,5.7556,0,5346.51,0,97.3163,206.576,88.4889,0.541871,15.5993,0,0,5876.24,9502.71,3735.09,-0.478776
3372,2022-03-27,00:00:00.00,0,2.0095,-2.58484e-14,115.21,5.22825,0,5348.26,0,97.1067,206.619,79.645,0.533943,15.371,0,0,5867.98,9504.72,3745.36,-0.478776
3373,2022-03-28,00:00:00.00,0,3.01425,-2.64342e-14,114.996,4.72223,0,5348.37,0,97.1067,206.685,71.1588,0,18.7521,0,0,5861.79,9507.73,3754.57,-0.478776
3374,2022-03-29,00:00:00.00,0,0.401899,-2.60376e-14,114.759,4.27013,0,5348.38,0,97.1067,206.694,63.5768,0,19.1317,0,0,5853.92,9508.14,3762.84,-0.478776
3375,2022-03-30,00:00:00.00,0,0,-2.56678e-14,114.519,3.86619,0,5348.38,0,97.1067,206.694,56.8027,0,19.1317,0,0,5846.5,9508.14,3770.26,-0.478776
3376,2022-03-31,00:00:00.00,2.11931,1.89968,-2.60348e-14,114.344,3.66479,0,5349.44,0,97.5047,206.781,53.425,0.48023,18.1284,0,0,5843.77,9512.15,3777.01,-0.478776
3377,2022-04-01,00:00:00.00,0,0,-2.51683e-14,114.237,3.43078,0,5351.2,0,97.2161,206.781,49.5007,0.508972,14.6522,0,0,5837.53,9512.15,3783.25,-0.478776
3378,2022-04-02,00:00:00.00,0,0,-2.38947e-14,114.07,3.11628,0,5351.2,0,97.2161,206.781,44.2264,0.424851,14.7363,0,0,5831.77,9512.15,3789.01,-0.478776
3379,2022-04-03,00:00:00.00,0,2.0095,-2.49168e-14,113.839,2.83529,0,5351.27,0,97.2161,206.825,39.514,0.266775,16.7924,0,0,5828.55,9514.16,3794.23,-0.478776
3380,2022-04-04,00:00:00.00,0,0,-2.4422e-14,113.6,2.58424,0,5351.27,0,97.2161,206.825,35.3038,0,17.0592,0,0,5823.85,9514.16,3798.93,-0.478776
3381,2022-04-05,00:00:00.00,2.21045,0,-2.39867e-14,113.46,2.52918,0,5351.32,0,97.7014,206.873,34.3803,0.520457,14.9828,0,0,5821.77,9516.37,3803.23,-0.478776
3382,2022-04-06,00:00:00.00,0,0,-2.41398e-14,113.33,2.33528,0,5353.56,0,96.6837,206.873,31.1286,0.463994,13.3574,0,0,5817.73,9516.37,3807.26,-0.478776
3383,2022-04-07,00:00:00.00,7.53561,0,-2.4265e-14,113.293,2.45701,0,5358.87,0,95.344,207.037,33.1701,0.376985,10.8526,0,0,5821.4,9523.91,3811.13,-0.478776
3384,2022-04-08,00:00:00.00,1.2057,0,-2.4657e-14,113.3,2.24387,0,5363.76,0,94.1073,207.063,29.5956,0.295382,8.50341,0,0,5818.87,9525.12,3814.87,-0.478776
3385,2022-04-09,00:00:00.00,4.62184,0,-2.47332e-14,113.322,2.27731,0,5363.88,0,95.2528,207.163,30.1565,0.265192,7.63429,0,0,5819.95,9529.74,3818.41,-0.478776
3386,2022-04-10,00:00:00.00,0,0,-2.56023e-14,113.353,2.10932,0,5363.88,0,95.3485,207.163,27.3391,0.24711,7.11375,0,0,5816.55,9529.74,3821.81,-0.478776
3387,2022-04-11,00:00:00.00,0,0,-2.6179e-14,113.28,1.98971,0,5363.88,0,95.4309,207.163,25.3332,0.210257,6.05285,0,0,5813.34,9529.74,3825.02,-0.478776
3388,2022-04-12,00:00:00.00,1.00475,0,-2.61859e-14,113.162,1.85179,0,5367.11,0,94.7853,207.185,23.0202,0.141849,4.08352,0,0,5811.34,9530.74,3828.02,-0.478776
3389,2022-04-13,00:00:00.00,0,0,-2.67715e-14,113.022,1.72106,0,5372.42,0,92.318,207.185,20.8278,0.0367663,1.05842,0,0,5808.59,9530.74,3830.78,-0.478776
3390,2022-04-14,00:00:00.00,2.4114,0,-2.68578e-14,112.845,1.52518,0,5377.72,0,91.659,207.238,17.5429,0,0,0,0,5808.53,9533.15,3833.24,-0.478776
3391,2022-04-15,00:00:00.00,0.401899,0,-2.67488e-14,112.558,1.27239,0,5383.03,0,89.3992,207.246,13.3034,0,0,0,0,5806.81,9533.56,3835.37,-0.478776
3392,2022-04-16,00:00:00.00,1.00475,0,-2.67279e-14,112.181,1.04872,0,5388.25,0,87.7703,207.268,9.55236,0,0,0,0,5806.07,9534.56,3837.11,-0.478776
3393,2022-04-17,00:00:00.00,0,0,-2.64298e-14,111.915,0.988028,0,5388.25,0,87.7703,207.268,8.53455,0,0,0,0,5804.73,9534.56,3838.45,-0.478776
3394,2022-04-18,00:00:00.00,0,0,-2.63208e-14,111.745,0.933804,0,5388.25,0,87.7703,207.268,7.62519,0,0,0,0,5803.6,9534.56,3839.59,-0.478776
3395,2022-04-19,00:00:00.00,0,6.02849,-2.60485e-14,111.71,1.04225,0,5388.46,0,90.2572,207.399,9.44386,0.00880528,0.253485,0,0,5808.57,9540.59,3840.64,-0.478776
3396,2022-04-20,00:00:00.00,0,0,-2.56289e-14,111.714,0.982247,0,5388.46,0,90.4408,207.399,8.43761,0.00264379,0.0761089,0,0,5807.51,9540.59,3841.7,-0.478776
3397,2022-04-21,00:00:00.00,6.02849,0,-2.55601e-14,111.7,1.07689,0,5390.36,0,91.7267,207.53,10.0248,0,0,0,0,5812.42,9546.62,3842.82,-0.478776
3398,2022-04-22,00:00:00.00,10.2484,0,-2.50652e-14,111.854,1.29602,0,5394.92,0,91.8832,207.753,13.6997,0,0,0,0,5821.41,9556.87,3844.08,-0.478776
3399,2022-04-23,00:00:00.00,0,0,-2.50252e-14,111.867,1.07867,0,5399.82,0,89.4372,207.753,10.0546,0,0,0,0,5820.01,9556.87,3845.48,-0.478776
3400,2022-04-24,00:00:00.00,0.602849,0,-2.47937e-14,111.542,0.873447,0,5405.12,0,87.3739,207.766,6.61298,0,0,0,0,5819.29,9557.47,3846.8,-0.478775
3401,2022-04-25,00:00:00.00,2.0095,0,-2.47591e-14,111.107,0.690094,0,5410.43,0,86.6868,207.81,3.53807,0,0,0,0,5820.26,9559.48,3847.84,-0.478775
3402,2022-04-26,00:00:00.00,6.02849,0,-2.47094e-14,110.769,0.720433,0,5414.64,0,87.3809,207.941,4.04686,0,0,0,0,5825.5,9565.51,3848.63,-0.478775
3403,2022-04-27,00:00:00.00,1.00475,1.00475,-2.4686e-14,110.53,0.608576,0,5417.87,0,87.7297,207.985,2.17097,0,0,0,0,5826.9,9567.52,3849.24,-0.478775
3404,2022-04-28,00:00:00.00,0,0,-2.46533e-14,110.313,0.594783,0,5417.87,0,87.7297,207.985,1.93965,0,0,0,0,5826.44,9567.52,3849.7,-0.478775
3405,2022-04-29,00:00:00.00,0,0,-2.4734e-14,110.154,0.582459,0,5417.87,0,87.7297,207.985,1.73298,0,0,0,0,5826.06,9567.52,3850.08,-0.478775
3406,2022-04-30,00:00:00.00,0,0,-2.4767e-14,109.958,0.535185,0,5420.5,0,85.7811,207.985,0.940175,0,0,0,0,5825.7,9567.52,3850.44,-0.478775
3407,2022-05-01,00:00:00.00,0,0,-2.47931e-14,109.734,0.507836,0,5423.56,0,83.1281,207.985,0.481513,0,0,0,0,5825.39,9567.52,3850.75,-0.478775
3408,2022-05-02,00:00:00.00,2.61235,0,-2.48081e-14,109.591,0.504777,0,5423.62,0,85.6171,208.041,0.430207,0,0,0,0,5827.81,9570.13,3850.94,-0.478775
3409,2022-05-03,00:00:00.00,0,0,-2.48503e-14,109.476,0.502043,0,5423.62,0,85.6171,208.041,0.384368,0,0,0,0,5827.65,9570.13,3851.11,-0.478775
3410,2022-05-04,00:00:00.00,18.4874,0,-2.50196e-14,109.96,1.24216,0,5424.1,0,89.293,208.443,12.7964,0,0,0,0,5845.83,9588.62,3851.41,-0.478775
3411,2022-05-05,00:00:00.00,0,0,-2.50953e-14,110.661,1.16086,0,5424.1,0,89.293,208.443,11.433,0,0,0,0,5845.09,9588.62,3852.15,-0.478775
3412,2022-05-06,00:00:00.00,0,0,-2.5012e-14,110.835,1.08822,0,5424.1,0,89.293,208.443,10.2148,0,0,0,0,5843.97,9588.62,3853.27,-0.478775
3413,2022-05-07,00:00:00.00,0,0,-2.49026e-14,110.759,0.984739,0,5425.54,0,88.5689,208.443,8.47941,0,0,0,0,5842.78,9588.62,3854.46,-0.478775
3414,2022-05-08,00:00:00.00,0,0,-2.49305e-14,110.621,0.930866,0,5425.54,0,88.5689,208.443,7.57592,0,0,0,0,5841.68,9588.62,3855.55,-0.478775
3415,2022-05-09,00:00:00.00,0,0,-2.50341e-14,110.487,0.882733,0,5425.54,0,88.5689,208.443,6.7687,0,0,0,0,5840.7,9588.62,3856.54,-0.478775
3416,2022-05-10,00:00:00.00,0,0,-2.50229e-14,110.277,0.763982,0,5428.39,0,87.1471,208.443,4.7772,0,0,0,0,5839.8,9588.62,3857.44,-0.478775
3417,2022-05-11,00:00:00.00,0,0,-2.49748e-14,109.785,0.479124,0,5438.75,0,81.566,208.443,2.67458e-07,0,0,0,0,5839.02,9588.62,3858.22,-0.478775
3418,2022-05-12,00:00:00.00,0,0,-2.49727e-14,109.277,0.479124,0,5444.33,0,75.9849,208.443,0,0,0,0,0,5838.51,9588.62,3858.73,-0.478775
3419,2022-05-13,00:00:00.00,0,0,-2.49727e-14,108.947,0.479124,0,5449.91,0,70.4038,208.443,0,0,0,0,0,5838.18,9588.62,3859.06,-0.478775
3420,2022-05-14,00:00:00.00,0,0,-2.49727e-14,108.701,0.479124,0,5455.49,0,64.8227,208.443,0,0,0,0,0,5837.94,9588.62,3859.3,-0.478775
3421,2022-05-15,00:00:00.00,0,0,-2.49727e-14,108.498,0.479124,0,5461.07,0,59.2415,208.443,0,0,0,0,0,5837.73,9588.62,3859.51,-0.478775
3422,2022-05-16,00:00:00.00,2.8133,0,-2.49727e-14,108.319,0.479124,0,5466.65,0,56.4126,208.504,0,0,0,0,0,5840.37,9591.43,3859.69,-0.478775
3423,2022-05-17,00:00:00.00,4.62184,0,-2.49727e-14,108.188,0.479124,0,5470.86,0,56.722,208.605,0,0,0,0,0,5844.86,9596.05,3859.82,-0.478775
3424,2022-05-18,00:00:00.00,0,0,-2.49727e-14,108.162,0.479124,0,5470.86,0,56.722,208.605,0,0,0,0,0,5844.83,9596.05,3859.84,-0.478775
3425,2022-05-19,00:00:00.00,1.00475,0,-2.49727e-14,108.138,0.479124,0,5470.89,0,57.6793,208.627,0,0,0,0,0,5845.81,9597.06,3859.87,-0.478775
3426,2022-05-20,00:00:00.00,0,0,-2.49727e-14,108.063,0.479124,0,5473.36,0,55.2112,208.627,0,0,0,0,0,5845.74,9597.06,3859.94,-0.478775
3427,2022-05-21,00:00:00.00,0,0,-2.49727e-14,107.927,0.479124,0,5478.9,0,49.6704,208.627,0,0,0,0,0,5845.6,9597.06,3860.08,-0.478775
3428,2022-05-22,00:00:00.00,14.9708,0,-2.49755e-14,107.829,0.510179,0,5484.34,0,58.2887,208.952,0.520809,0,0,0,0,5860.44,9612.03,3860.21,-0.478775
3429,2022-05-23,00:00:00.00,0.502374,0,-2.49783e-14,107.769,0.479124,0,5488.73,0,54.917,208.963,0,0,0,0,0,5860.85,9612.53,3860.3,-0.478775
3430,2022-05-24,00:00:00.00,0,0,-2.49783e-14,107.766,0.479124,0,5488.73,0,54.917,208.963,0,0,0,0,0,5860.85,9612.53,3860.3,-0.478775
3431,2022-05-25,00:00:00.00,0,0,-2.49783e-14,107.747,0.479124,0,5489.44,0,54.2016,208.963,0,0,0,0,0,5860.83,9612.53,3860.32,-0.478775
3432,2022-05-26,00:00:00.00,1.2057,0,-2.49783e-14,107.713,0.479124,0,5490.84,0,53.9852,208.989,0,0,0,0,0,5862,9613.73,3860.35,-0.478764
3433,2022-05-27,00:00:00.00,1.00475,0,-2.49783e-14,107.587,0.479124,0,5496.29,0,49.5115,209.011,0,0,0,0,0,5862.88,9614.74,3860.48,-0.478763
3434,2022-05-28,00:00:00.00,15.875,0,-2.49782e-14,107.524,0.542081,0,5501.75,0,58.4078,209.356,1.05582,0,0,0,0,5878.63,9630.61,3860.61,-0.478763
3435,2022-05-29,00:00:00.00,0,0,-2.49781e-14,107.46,0.479124,0,5508.38,0,52.8274,209.356,0,0,0,0,0,5878.51,9630.61,3860.73,-0.478763
3436,2022-05-30,00:00:00.00,0,0,-2.49781e-14,107.334,0.479124,0,5513.71,0,47.4996,209.356,0,0,0,0,0,5878.38,9630.61,3860.86,-0.478763
3437,2022-05-31,00:00:00.00,0,0,-2.49781e-14,107.208,0.479124,0,5518.5,0,42.705,209.356,0,0,0,0,0,5878.25,9630.61,3860.99,-0.478763
3438,2022-06-01,00:00:00.00,0,0,-2.49781e-14,107.081,0.479124,0,5522.82,0,38.3944,209.356,0,0,0,0,0,5878.13,9630.61,3861.11,-0.478763
