time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
998,2015-09-26,00:00:00.00,0,0,2.18816e-15,101.231,0.479124,0,1839.56,0,17.5394,63.3523,0,0,0,0,0,2022.16,2914.27,1000.74,-0.47901
999,2015-09-27,00:00:00.00,0,0,2.18816e-15,101.211,0.479124,0,1839.84,0,17.2603,63.3523,0,0,0,0,0,2022.14,2914.27,1000.76,-0.47901
1000,2015-09-28,00:00:00.00,0.803799,0,2.18816e-15,101.159,0.479124,0,1840.6,0,17.2841,63.3697,0,0,0,0,0,2022.89,2915.08,1000.81,-0.47901
1001,2015-09-29,00:00:00.00,0.803799,0,2.18816e-15,101.053,0.479124,0,1842.11,0,16.5614,63.3872,0,0,0,0,0,2023.59,2915.88,1000.91,-0.47901
1002,2015-09-30,00:00:00.00,2.8133,0,2.18816e-15,100.948,0.479124,0,1843.69,-4.49866e-18,17.7335,63.4484,0,0,0,0,0,2026.3,2918.69,1001.02,-0.47901
1003,2015-10-01,00:00:00.00,0,0,2.18816e-15,100.948,0.479124,0,1843.69,-1.1489e-35,17.7335,63.4484,0,0,0,0,0,2026.3,2918.69,1001.02,-0.47901
1004,2015-10-02,00:00:00.00,0,0,2.18816e-15,100.943,0.479124,0,1843.75,3.14828e-52,17.6757,63.4484,0,0,0,0,0,2026.29,2918.69,1001.02,-0.47901
1005,2015-10-03,00:00:00.00,0,0,2.18816e-15,100.939,0.479124,0,1843.8,0,17.6181,63.4484,0,0,0,0,0,2026.29,2918.69,1001.03,-0.47901
1006,2015-10-04,00:00:00.00,4.01899,0,2.18816e-15,100.939,0.479124,0,1843.91,-8.04716e-17,21.4472,63.5357,0,0,0,0,0,2030.31,2922.71,1001.03,-0.47901
1007,2015-10-05,00:00:00.00,2.0095,0,2.18816e-15,100.909,0.479124,0,1844.48,1.46931e-17,22.8396,63.5794,0,0,0,0,0,2032.29,2924.72,1001.06,-0.47901
1008,2015-10-06,00:00:00.00,0.904274,0,2.18816e-15,100.857,0.479124,0,1845.46,0,22.7397,63.5991,0,0,0,0,0,2033.14,2925.63,1001.11,-0.47901
1009,2015-10-07,00:00:00.00,0,0,2.18816e-15,100.805,0.479124,0,1846.41,0,21.7922,63.5991,0,0,0,0,0,2033.09,2925.63,1001.16,-0.47901
1010,2015-10-08,00:00:00.00,0,0,2.18816e-15,100.753,0.479124,0,1847.32,0,20.8842,63.5991,0,0,0,0,0,2033.04,2925.63,1001.21,-0.47901
1011,2015-10-09,00:00:00.00,23.913,0,2.18816e-15,100.723,0.479776,0,1848.48,0,43.1061,64.1189,0.0109336,0,0,0,0,2056.92,2949.54,1001.24,-0.47901
1012,2015-10-10,00:00:00.00,0.20095,0,2.18816e-15,100.675,0.479423,0,1850.2,0,41.5865,64.1233,0.00501555,0,0,0,0,2057.07,2949.74,1001.29,-0.47901
1013,2015-10-11,00:00:00.00,0,0,2.18816e-15,100.661,0.479312,0,1850.66,0,41.1261,64.1233,0.00315606,0,0,0,0,2057.06,2949.74,1001.31,-0.47901
1014,2015-10-12,00:00:00.00,0,0,2.18812e-15,100.609,0.479124,0,1852.38,0,39.4125,64.1233,0,0,0,0,0,2057,2949.74,1001.36,-0.47901
1015,2015-10-13,00:00:00.00,0.20095,0,2.18812e-15,100.557,0.479124,0,1854.03,0,37.9622,64.1276,0,0,0,0,0,2057.15,2949.94,1001.41,-0.47901
1016,2015-10-14,00:00:00.00,2.8133,0,2.18812e-15,100.52,0.479124,0,1855.19,0,39.547,64.1888,0,0,0,0,0,2059.93,2952.75,1001.45,-0.47901
1017,2015-10-15,00:00:00.00,0,0,2.18812e-15,100.507,0.479124,0,1855.63,0,39.1091,64.1888,0,0,0,0,0,2059.91,2952.75,1001.46,-0.47901
1018,2015-10-16,00:00:00.00,9.64558,0,2.18812e-15,100.486,0.479124,0,1856.45,0,47.7277,64.3985,0,0,0,0,0,2069.54,2962.4,1001.48,-0.47901
1019,2015-10-17,00:00:00.00,3.01425,0,2.18812e-15,100.486,0.479124,0,1856.53,0,50.5996,64.464,0,0,0,0,0,2072.55,2965.41,1001.48,-0.47901
1020,2015-10-18,00:00:00.00,0,0,2.18812e-15,100.486,0.479124,0,1856.53,0,50.5996,64.464,0,0,0,0,0,2072.55,2965.41,1001.48,-0.47901
1021,2015-10-19,00:00:00.00,0,0,2.18812e-15,100.486,0.479124,0,1856.53,0,50.5996,64.464,0,0,0,0,0,2072.55,2965.41,1001.48,-0.47901
1022,2015-10-20,00:00:00.00,1.6076,0,2.18812e-15,100.486,0.479124,0,1856.57,0,52.1312,64.499,0,0,0,0,0,2074.16,2967.02,1001.48,-0.47901
1023,2015-10-21,00:00:00.00,0.803799,0,2.18812e-15,100.434,0.479124,0,1858.75,0,50.734,64.5164,0,0,0,0,0,2074.91,2967.83,1001.54,-0.47901
1024,2015-10-22,00:00:00.00,6.43039,0,2.18812e-15,100.382,0.479124,0,1860.96,0,54.8182,64.6562,0,0,0,0,0,2081.29,2974.26,1001.59,-0.47901
1025,2015-10-23,00:00:00.00,0,0,2.18812e-15,100.33,0.479124,0,1863.23,0,52.5444,64.6562,0,0,0,0,0,2081.24,2974.26,1001.64,-0.47901
1026,2015-10-24,00:00:00.00,0.20095,0,2.18812e-15,100.33,0.479124,0,1863.24,0,52.7359,64.6606,0,0,0,0,0,2081.44,2974.46,1001.64,-0.47901
1027,2015-10-25,00:00:00.00,13.0617,0,2.18564e-15,100.362,0.532166,0,1864.29,0,63.4644,64.9445,0.889538,0,0,0,0,2094.48,2987.52,1001.66,-0.47901
1028,2015-10-26,00:00:00.00,0.20095,0,2.17612e-15,100.412,0.492387,0,1865.69,0,62.9048,64.9489,0.222421,0,0,0,0,2094.67,2987.72,1001.68,-0.47901
1029,2015-10-27,00:00:00.00,0,0,2.1776e-15,100.437,0.490973,0,1865.69,0,62.9048,64.9489,0.198722,0,0,0,0,2094.67,2987.72,1001.68,-0.47901
1030,2015-10-28,00:00:00.00,8.64084,0,2.17882e-15,100.473,0.504077,0,1865.91,0,70.8678,65.1367,0.418477,0,0,0,0,2103.31,2996.36,1001.68,-0.47901
1031,2015-10-29,00:00:00.00,25.7216,0,2.14624e-15,101.325,1.32974,0,1867.65,0,78.7337,65.6959,14.2653,0,0,0,0,2129,3022.08,1001.7,-0.47901
1032,2015-10-30,00:00:00.00,2.8133,0,2.66394e-15,102.823,1.23911,0,1867.73,0,81.4141,65.757,12.7453,0,0,0,0,2131.71,3024.9,1001.81,-0.47901
1033,2015-10-31,00:00:00.00,0,0,2.88513e-15,103.733,1.15813,0,1867.73,0,81.4141,65.757,11.3873,0,0,0,0,2131.18,3024.9,1002.34,-0.47901
1034,2015-11-01,00:00:00.00,11.6551,0,2.53509e-15,104.308,1.45003,0,1868.02,0,85.6816,66.0104,16.2826,0,0,0,0,2141.76,3036.55,1003.42,-0.47901
1035,2015-11-02,00:00:00.00,0,0,2.44327e-15,104.632,1.30372,0,1869.63,0,84.8769,66.0104,13.8288,0,0,0,0,2140.28,3036.55,1004.89,-0.47901
1036,2015-11-03,00:00:00.00,0,0,2.77398e-15,104.589,1.17299,0,1871.24,0,84.0723,66.0104,11.6364,0,0,0,0,2138.72,3036.55,1006.45,-0.479009
1037,2015-11-04,00:00:00.00,0,0,3.03807e-15,104.441,1.05619,0,1872.85,0,83.2677,66.0104,9.67769,0,0,0,0,2137.3,3036.55,1007.87,-0.479009
1038,2015-11-05,00:00:00.00,0,0,2.80741e-15,104.265,0.951838,0,1874.46,0,82.4631,66.0104,7.92764,0,0,0,0,2136.08,3036.55,1009.1,-0.479009
1039,2015-11-06,00:00:00.00,4.62184,0,2.98806e-15,104.113,0.900216,0,1876.07,0,85.3987,66.1109,7.06191,0,0,0,0,2139.65,3041.17,1010.14,-0.479009
1040,2015-11-07,00:00:00.00,6.63134,0,2.939e-15,104.088,0.980919,0,1877.7,0,87.8943,66.255,8.41533,0,0,0,0,2145.34,3047.8,1011.09,-0.479009
1041,2015-11-08,00:00:00.00,1.40665,0,2.87283e-15,104.079,0.884586,0,1879.31,0,88.4657,66.2856,6.79978,0,0,0,0,2145.83,3049.21,1012.01,-0.479009
1042,2015-11-09,00:00:00.00,0.401899,0,2.67709e-15,103.958,0.798517,0,1880.92,0,88.0543,66.2944,5.35637,0,0,0,0,2145.38,3049.61,1012.85,-0.479009
1043,2015-11-10,00:00:00.00,0,0,2.90073e-15,103.797,0.721619,0,1882.53,0,87.2496,66.2944,4.06676,0,0,0,0,2144.66,3049.61,1013.57,-0.479009
1044,2015-11-11,00:00:00.00,9.74606,0,2.98824e-15,103.871,0.99225,0,1884.24,0,89.5152,66.5062,8.60536,0,0,0,0,2153.73,3059.36,1014.26,-0.479009
1045,2015-11-12,00:00:00.00,1.80855,0,3.01323e-15,104.036,0.89471,0,1885.84,0,90.4798,66.5455,6.96956,0,0,0,0,2154.77,3061.17,1015.02,-0.479009
1046,2015-11-13,00:00:00.00,9.64558,0,3.32269e-15,104.247,1.181,0,1887.55,0,92.0092,66.7552,11.7708,0,0,0,0,2163.51,3070.81,1015.93,-0.479009
1047,2015-11-14,00:00:00.00,2.21045,0,3.68351e-15,104.49,1.09902,0,1888.84,0,93.0136,66.8033,10.396,0,0,0,0,2164.64,3073.02,1017,-0.479009
1048,2015-11-15,00:00:00.00,0.602849,0,3.67259e-15,104.495,1.01461,0,1889.53,0,93.2585,66.8164,8.98026,0,0,0,0,2164.09,3073.63,1018.16,-0.479009
1049,2015-11-16,00:00:00.00,0,0,3.74603e-15,104.383,0.914683,0,1891.14,0,92.4539,66.8164,7.30453,0,0,0,0,2163.01,3073.63,1019.24,-0.479009
1050,2015-11-17,00:00:00.00,0,0,3.46879e-15,104.223,0.825408,0,1892.75,0,91.6493,66.8164,5.80734,0,0,0,0,2162.07,3073.63,1020.18,-0.479009
1051,2015-11-18,00:00:00.00,0,0,3.40638e-15,104.048,0.745645,0,1894.36,0,90.8447,66.8164,4.46967,0,0,0,0,2161.28,3073.63,1020.97,-0.479009
1052,2015-11-19,00:00:00.00,6.22944,0,3.3494e-15,104.023,0.885161,0,1895.98,0,92.1611,66.9518,6.80943,0,0,0,0,2166.81,3079.86,1021.67,-0.479009
1053,2015-11-20,00:00:00.00,0.20095,0,3.15222e-15,104.057,0.799031,0,1897.59,0,91.5531,66.9562,5.36499,0,0,0,0,2166.32,3080.06,1022.36,-0.479009
1054,2015-11-21,00:00:00.00,0,0,3.10648e-15,103.989,0.746577,0,1898.28,0,91.2083,66.9562,4.48531,0,0,0,0,2165.67,3080.06,1023.01,-0.479009
1055,2015-11-22,00:00:00.00,0.653002,14.2173,3.0378e-15,103.916,0.71808,0,1898.78,0,91.8298,67.2794,4.0074,0,13.4294,0,0,2179.96,3094.93,1023.59,-0.479009
1056,2015-11-23,00:00:00.00,0,0.401899,3.01725e-15,103.854,0.692619,0,1898.79,0,91.8298,67.2882,3.58041,0,13.809,0,0,2179.84,3095.33,1024.11,-0.479009
1057,2015-11-24,00:00:00.00,0,2.0095,3.02635e-15,103.795,0.669871,0,1898.86,0,91.8298,67.3318,3.19891,0,15.7071,0,0,2181.39,3097.34,1024.57,-0.479009
1058,2015-11-25,00:00:00.00,0,0,3.00609e-15,103.734,0.644574,0,1898.97,0,92.73,67.3318,2.77468,0.496471,14.2923,0,0,2180.97,3097.34,1024.99,-0.479009
1059,2015-11-26,00:00:00.00,1.2057,0,3.03534e-15,103.832,0.838597,0,1899.33,0,94.1551,67.3581,6.02853,0.34293,9.8722,0,0,2181.75,3098.54,1025.41,-0.479009
1060,2015-11-27,00:00:00.00,4.32042,0,3.2453e-15,104.435,1.41697,0,1900.93,0,94.927,67.452,15.7281,0.016288,0.468896,0,0,2185.38,3102.86,1026.11,-0.479009
1061,2015-11-28,00:00:00.00,10.4494,0,4.24641e-15,105.329,1.76642,0,1902.65,0,95.4801,67.6791,21.5885,0,0,0,0,2194.5,3113.31,1027.44,-0.479009
1062,2015-11-29,00:00:00.00,0,0,4.64802e-15,105.822,1.62926,0,1902.65,0,95.4801,67.6791,19.2882,0,0,0,0,2192.55,3113.31,1029.38,-0.479009
1063,2015-11-30,00:00:00.00,0,0,4.55348e-15,105.861,1.50671,0,1902.65,0,95.4801,67.6791,17.2331,0,0,0,0,2190.41,3113.31,1031.52,-0.479009
1064,2015-12-01,00:00:00.00,0.131863,0.270037,4.30075e-15,105.79,1.39722,0,1902.67,0,95.6056,67.6879,15.3969,0,0.255136,0,0,2188.8,3113.72,1033.54,-0.479009
1065,2015-12-02,00:00:00.00,2.21045,0,4.2534e-15,105.731,1.36384,0,1903.3,0,96.182,67.7359,14.8372,0,0,0,0,2189.15,3115.93,1035.4,-0.479009
1066,2015-12-03,00:00:00.00,0.602849,0,4.36468e-15,105.67,1.25279,0,1903.93,0,96.4567,67.749,12.9748,0,0,0,0,2188.03,3116.53,1037.12,-0.479009
1067,2015-12-04,00:00:00.00,0.502374,0,4.55258e-15,105.558,1.15358,0,1904.56,0,96.6332,67.7599,11.3109,0,0,0,0,2186.97,3117.03,1038.68,-0.479009
1068,2015-12-05,00:00:00.00,0,0,4.62493e-15,105.436,1.06493,0,1905.19,0,96.3181,67.7599,9.82426,0,0,0,0,2185.59,3117.03,1040.06,-0.479009
1069,2015-12-06,00:00:00.00,0,0,4.43519e-15,105.313,0.98573,0,1905.82,0,96.0031,67.7599,8.49603,0,0,0,0,2184.38,3117.03,1041.28,-0.479009
1070,2015-12-07,00:00:00.00,0,0,4.35449e-15,105.192,0.914969,0,1906.45,0,95.6881,67.7599,7.30932,0,0,0,0,2183.31,3117.03,1042.34,-0.479009
1071,2015-12-08,00:00:00.00,0.20095,0,4.5393e-15,105.075,0.851747,0,1907.08,0,95.5697,67.7643,6.24906,0,0,0,0,2182.59,3117.23,1043.27,-0.479009
1072,2015-12-09,00:00:00.00,0,0,4.51322e-15,104.962,0.795261,0,1907.71,0,95.2547,67.7643,5.30177,0,0,0,0,2181.79,3117.23,1044.07,-0.479009
1073,2015-12-10,00:00:00.00,1.2057,0,4.39449e-15,104.861,0.758724,0,1908.34,0,95.8577,67.7905,4.68902,0,0,0,0,2182.3,3118.44,1044.77,-0.479009
1074,2015-12-11,00:00:00.00,0.401899,0,4.32326e-15,104.769,0.71215,0,1908.97,0,95.9358,67.7993,3.90795,0,0,0,0,2182.09,3118.84,1045.37,-0.479009
1075,2015-12-12,00:00:00.00,0,0,4.39535e-15,104.672,0.670538,0,1909.6,0,95.6208,67.7993,3.21011,0,0,0,0,2181.57,3118.84,1045.89,-0.479009
1076,2015-12-13,00:00:00.00,1.2057,0,4.43159e-15,104.585,0.65101,0,1910.23,0,96.154,67.8255,2.88261,0,0,0,0,2182.33,3120.05,1046.34,-0.479009
1077,2015-12-14,00:00:00.00,1.40665,0,4.41584e-15,104.531,0.649085,0,1910.86,0,96.5924,67.856,2.85032,0,0,0,0,2183.34,3121.45,1046.74,-0.479009
1078,2015-12-15,00:00:00.00,14.2674,0,4.30308e-15,104.99,1.29687,0,1911.76,0,97.1516,68.1662,13.714,0,0,0,0,2197.08,3135.72,1047.27,-0.479009
1079,2015-12-16,00:00:00.00,0.602849,0,4.29236e-15,105.599,1.19575,0,1912.39,0,97.3738,68.1793,12.0182,0,0,0,0,2196.75,3136.32,1048.19,-0.479009
1080,2015-12-17,00:00:00.00,2.0095,0,4.31873e-15,105.783,1.1787,0,1913.02,0,97.5964,68.223,11.7323,0,0,0,0,2197.53,3138.33,1049.42,-0.479009
1081,2015-12-18,00:00:00.00,0,0,4.21221e-15,105.808,1.08738,0,1913.65,0,97.2814,68.223,10.2007,0,0,0,0,2196.25,3138.33,1050.71,-0.479009
1082,2015-12-19,00:00:00.00,0,0.401899,4.21784e-15,105.733,1.00579,0,1914.02,0,97.2323,68.2317,8.83238,0,0.37961,0,0,2195.44,3138.73,1051.92,-0.479009
1083,2015-12-20,00:00:00.00,0,0.401899,4.16276e-15,105.646,0.949671,0,1914.04,0,97.2323,68.2405,7.89129,0,0.759221,0,0,2194.76,3139.14,1053,-0.479009
1084,2015-12-21,00:00:00.00,0,2.61235,3.94046e-15,105.551,0.885541,0,1914.4,0,97.2217,68.2973,6.81581,0,3.22669,0,0,2196.4,3141.75,1053.97,-0.479009
1085,2015-12-22,00:00:00.00,16.4779,0,3.82726e-15,106.121,1.7976,0,1915.35,0,97.6876,68.6555,22.1114,0,0,0,0,2211.72,3158.23,1055.13,-0.479009
1086,2015-12-23,00:00:00.00,0.602849,0,3.62709e-15,106.861,1.64849,0,1915.98,0,97.8091,68.6686,19.6109,0,0,0,0,2210.58,3158.83,1056.88,-0.479009
1087,2015-12-24,00:00:00.00,1.2057,0,3.39641e-15,106.981,1.54701,0,1916.61,0,97.9247,68.6948,17.909,0,0,0,0,2209.66,3160.03,1058.99,-0.479009
1088,2015-12-25,00:00:00.00,0.20095,0,3.61377e-15,106.93,1.41645,0,1917.24,0,97.8062,68.6991,15.7193,0,0,0,0,2207.81,3160.24,1061.05,-0.479009
1089,2015-12-26,00:00:00.00,0,0,3.49382e-15,106.814,1.29979,0,1917.87,0,97.4912,68.6991,13.763,0,0,0,0,2205.94,3160.24,1062.92,-0.479009
1090,2015-12-27,00:00:00.00,1.51007,5.92507,3.71146e-15,106.723,1.25087,0,1918.42,0,97.8922,68.8608,12.9425,0,5.59787,0,0,2211.69,3167.67,1064.61,-0.479009
1091,2015-12-28,00:00:00.00,0.141287,0.0596622,3.4837e-15,106.674,1.20037,0,1918.8,0,98.1786,68.8651,12.0957,0.152265,4.38337,0,0,2210.35,3167.87,1066.15,-0.479009
1092,2015-12-29,00:00:00.00,0,6.43039,3.28037e-15,106.619,1.12317,0,1919.02,0,98.1786,69.0049,10.8009,0,10.6094,0,0,2215.36,3174.3,1067.57,-0.479009
1093,2015-12-30,00:00:00.00,0,6.32992,2.89741e-15,106.527,1.04265,0,1919.46,0,98.1704,69.1425,9.45058,0,16.5883,0,0,2220.39,3180.63,1068.87,-0.479009
1094,2015-12-31,00:00:00.00,0,0,2.7476e-15,106.417,0.965823,0,1919.84,0,98.1881,69.1425,8.16216,0.513781,15.9958,0,0,2219.23,3180.63,1070.03,-0.479009
1095,2016-01-01,00:00:00.00,0,0.602849,2.98652e-15,106.301,0.897875,0,1920.2,0,98.1475,69.1556,7.02264,0,17.079,0,0,2218.81,3181.23,1071.05,-0.479009
1096,2016-01-02,00:00:00.00,0,4.62184,3.07226e-15,106.196,0.844461,0,1920.53,0,98.1415,69.2561,6.12687,0,21.4446,0,0,2222.54,3185.86,1071.94,-0.479009
1097,2016-01-03,00:00:00.00,0,0,3.04699e-15,106.1,0.796738,0,1920.73,0,98.1095,69.2561,5.32654,0,21.4446,0,0,2221.76,3185.86,1072.72,-0.479009
1098,2016-01-04,00:00:00.00,0,1.40665,3.12917e-15,106.009,0.754101,0,1920.95,0,98.1028,69.2867,4.61149,0,22.7732,0,0,2222.48,3187.26,1073.4,-0.479009
1099,2016-01-05,00:00:00.00,0,0,3.09099e-15,105.933,0.724802,0,1920.95,0,98.1028,69.2867,4.12013,0,22.7732,0,0,2221.89,3187.26,1074,-0.479009
1100,2016-01-06,00:00:00.00,0,0,2.9448e-15,105.871,0.698625,0,1920.95,0,98.1028,69.2867,3.68113,0,22.7732,0,0,2221.36,3187.26,1074.53,-0.479009
1101,2016-01-07,00:00:00.00,0,0,2.90435e-15,105.803,0.666582,0,1921.14,0,98.0713,69.2867,3.14376,0,22.7732,0,0,2220.89,3187.26,1075,-0.479009
1102,2016-01-08,00:00:00.00,0,0,3.00135e-15,105.731,0.637812,0,1921.34,0,98.0394,69.2867,2.66128,0,22.7732,0,0,2220.47,3187.26,1075.42,-0.479009
1103,2016-01-09,00:00:00.00,1.91201,3.91553,3.03938e-15,105.689,0.650802,0,1921.69,0,98.3367,69.4134,2.87912,0.791071,26.4727,0,0,2225.92,3193.09,1075.79,-0.479009
1104,2016-01-10,00:00:00.00,6.22944,0,2.95948e-15,106.113,1.22723,0,1922.02,0,98.6328,69.5488,12.5461,0.724074,20.8445,0,0,2231.66,3199.32,1076.29,-0.479009
1105,2016-01-11,00:00:00.00,2.82255,8.02873,2.96399e-15,106.755,1.26774,0,1922.53,0,98.8246,69.7847,13.2255,0.726521,28.4963,0,0,2241.61,3210.17,1077.18,-0.479009
1106,2016-01-12,00:00:00.00,0,3.51662,2.70985e-15,107.002,1.18372,0,1922.65,0,98.8246,69.8611,11.8163,0,32.5444,0,0,2243.88,3213.69,1078.43,-0.479009
1107,2016-01-13,00:00:00.00,0,9.94701,2.97146e-15,107.012,1.10864,0,1922.99,0,98.8246,70.0774,10.5573,0,41.9398,0,0,2252.51,3223.63,1079.75,-0.479009
1108,2016-01-14,00:00:00.00,0,7.53561,2.87679e-15,106.952,1.04157,0,1923.24,0,98.8246,70.2412,9.43242,0,49.0575,0,0,2258.79,3231.17,1081,-0.479009
1109,2016-01-15,00:00:00.00,0,0.401899,3.207e-15,106.868,0.977381,0,1923.34,0,98.8211,70.2499,8.356,0,49.4371,0,0,2258.05,3231.57,1082.15,-0.479009
1110,2016-01-16,00:00:00.00,0,6.93276,3.29294e-15,106.773,0.915496,0,1923.74,0,98.8155,70.4006,7.31815,0,55.9854,0,0,2263.95,3238.51,1083.18,-0.479009
1111,2016-01-17,00:00:00.00,0,2.0095,3.44436e-15,106.675,0.860204,0,1923.98,0,98.8089,70.4443,6.39089,0,57.8834,0,0,2265.04,3240.51,1084.09,-0.479009
1112,2016-01-18,00:00:00.00,0,5.62659,3.49502e-15,106.586,0.817542,0,1924.21,0,98.8084,70.5666,5.67542,0,63.198,0,0,2269.86,3246.14,1084.9,-0.479009
1113,2016-01-19,00:00:00.00,0,6.32992,3.52194e-15,106.508,0.781483,0,1924.42,0,98.8084,70.7042,5.07071,0,69.1769,0,0,2275.47,3252.47,1085.62,-0.479009
1114,2016-01-20,00:00:00.00,0,0,3.459e-15,106.439,0.749267,0,1924.42,0,98.8084,70.7042,4.53042,0,69.1769,0,0,2274.83,3252.47,1086.26,-0.479009
1115,2016-01-21,00:00:00.00,0,1.50712,3.34477e-15,106.372,0.716226,0,1924.56,0,98.8054,70.737,3.97631,0,70.6004,0,0,2275.76,3253.98,1086.84,-0.479009
1116,2016-01-22,00:00:00.00,0,0,3.28088e-15,106.31,0.690962,0,1924.56,0,98.8054,70.737,3.55263,0,70.6004,0,0,2275.25,3253.98,1087.35,-0.479009
1117,2016-01-23,00:00:00.00,0,0,3.0897e-15,106.251,0.668391,0,1924.56,0,98.8054,70.737,3.1741,0,70.6004,0,0,2274.79,3253.98,1087.81,-0.479009
1118,2016-01-24,00:00:00.00,0,0,3.00726e-15,106.198,0.648225,0,1924.56,0,98.8054,70.737,2.8359,0,70.6004,0,0,2274.38,3253.98,1088.22,-0.479009
1119,2016-01-25,00:00:00.00,0,0,2.92269e-15,106.147,0.628698,0,1924.59,0,98.7999,70.737,2.50843,0,70.6004,0,0,2274.01,3253.98,1088.59,-0.479009
1120,2016-01-26,00:00:00.00,0.560416,1.14766,2.98085e-15,106.091,0.603965,0,1924.82,0,98.7932,70.7741,2.09365,0.533624,71.6847,0,0,2275.39,3255.69,1088.92,-0.479009
1121,2016-01-27,00:00:00.00,1.00475,4.01899,2.97068e-15,106.21,0.819321,0,1925.15,0,98.9586,70.8833,5.70527,2.42862,69.9146,0,0,2280.07,3260.71,1089.27,-0.479009
1122,2016-01-28,00:00:00.00,0,0.502374,2.97606e-15,106.402,0.774277,0,1925.35,0,98.9416,70.8942,4.94986,0,72.8177,0,0,2280.13,3261.21,1089.71,-0.479009
1123,2016-01-29,00:00:00.00,0,8.64084,3.03615e-15,106.44,0.734033,0,1925.81,0,98.9364,71.0821,4.27494,0,80.9794,0,0,2288.26,3269.85,1090.22,-0.479009
1124,2016-01-30,00:00:00.00,0,0,3.00261e-15,106.416,0.706872,0,1925.81,0,98.9364,71.0821,3.81945,0,80.9794,0,0,2287.75,3269.85,1090.73,-0.479009
1125,2016-01-31,00:00:00.00,0,0,2.97642e-15,106.363,0.6745,0,1925.99,0,98.9069,71.0821,3.27655,0,80.9794,0,0,2287.27,3269.85,1091.2,-0.479009
1126,2016-02-01,00:00:00.00,6.63134,0,2.96644e-15,106.629,1.09757,0,1926.33,0,99.0608,71.2262,10.3717,2.64002,76.0005,0,0,2293.36,3276.48,1091.75,-0.479009
1127,2016-02-02,00:00:00.00,0,0,3.21211e-15,107.123,1.19419,0,1926.63,0,99.1336,71.2262,11.992,2.52499,72.6888,0,0,2292.52,3276.48,1092.59,-0.479009
1128,2016-02-03,00:00:00.00,4.37991,1.84953,3.16219e-15,107.545,1.40676,0,1927.07,0,99.2289,71.3617,15.5569,2.5297,72.8246,0,0,2297.53,3282.71,1093.81,-0.479009
1129,2016-02-04,00:00:00.00,2.0095,0,3.15814e-15,108.525,2.44414,0,1927.39,0,99.327,71.4053,32.9543,1.86582,53.7128,0,0,2297.62,3284.72,1095.72,-0.479009
1130,2016-02-05,00:00:00.00,0,0,3.61295e-15,109.344,2.22122,0,1927.69,0,99.2778,71.4053,29.2158,8.03264e-07,55.5786,0,0,2294.73,3284.72,1098.61,-0.479009
1131,2016-02-06,00:00:00.00,0,3.01425,2.97151e-15,109.342,2.02205,0,1928.06,0,99.2676,71.4709,25.8756,0,58.4257,0,0,2294.46,3287.74,1101.9,-0.479009
1132,2016-02-07,00:00:00.00,0,0,3.41297e-15,109.185,1.84411,0,1928.36,0,99.2183,71.4709,22.8914,0,58.4257,0,0,2291.4,3287.74,1104.96,-0.479009
1133,2016-02-08,00:00:00.00,0,0,3.13307e-15,109.009,1.68512,0,1928.66,0,99.1691,71.4709,20.2251,0.784461,57.6412,0,0,2288.65,3287.74,1107.71,-0.479009
1134,2016-02-09,00:00:00.00,0,1.50712,3.69911e-15,109.071,1.9193,0,1928.98,0,99.2553,71.5036,24.1524,1.76887,50.9218,0,0,2287.57,3289.24,1110.3,-0.479009
1135,2016-02-10,00:00:00.00,0,0.803799,3.62429e-15,109.179,1.7523,0,1929.29,0,99.23,71.5211,21.3517,0,53.4498,0,0,2285.77,3290.05,1112.9,-0.479009
1136,2016-02-11,00:00:00.00,0,1.80855,3.40716e-15,109.066,1.6114,0,1929.45,0,99.2262,71.5604,18.9888,0,55.1581,0,0,2285.06,3291.86,1115.42,-0.479009
1137,2016-02-12,00:00:00.00,0,1.00475,2.8766e-15,108.922,1.49075,0,1929.48,0,99.2262,71.5823,16.9655,0,56.1071,0,0,2283.78,3292.86,1117.71,-0.479009
1138,2016-02-13,00:00:00.00,0,2.4114,2.54124e-15,108.782,1.38297,0,1929.57,0,99.2262,71.6347,15.1578,0,58.3848,0,0,2284.13,3295.27,1119.76,-0.479009
1139,2016-02-14,00:00:00.00,0,0,2.33267e-15,108.649,1.28666,0,1929.57,0,99.2262,71.6347,13.5428,0,58.3848,0,0,2282.29,3295.27,1121.61,-0.479009
1140,2016-02-15,00:00:00.00,0,0,2.36549e-15,108.524,1.20062,0,1929.57,0,99.2262,71.6347,12.0998,0,58.3848,0,0,2280.64,3295.27,1123.26,-0.479009
1141,2016-02-16,00:00:00.00,0,1.80855,2.82449e-15,108.406,1.12374,0,1929.63,0,99.2262,71.674,10.8105,0,60.093,0,0,2280.96,3297.08,1124.75,-0.479009
